station,n_chargers,faults,replication,seed,mean_utilization,mean_wait,p_wait_gt_10min,p_wait_gt_15min,throughput_per_hour,n_sessions,fault_fraction,drain_cap_hit
Nanhu_Technology Park,6,off,20,62,0.27584152850392973,0.6194112552305356,0.016666666666666666,0.0125,1.6666666666666667,1200,0.0,False
Nanhu_Technology Park,6,off,21,63,0.2439721903562652,0.6093509404422597,0.02493765586034913,0.01828761429758936,1.6708333333333334,1203,0.0,False
Nanhu_Technology Park,6,off,22,64,0.2705333433234128,0.25547316794010183,0.007334963325183374,0.0057049714751426246,1.7041666666666666,1227,0.0,False
Nanhu_Technology Park,6,off,23,65,0.2721968529221318,0.5029813722946818,0.015424164524421594,0.012853470437017995,1.6208333333333333,1167,0.0,False
Nanhu_Technology Park,6,off,24,66,0.26621368245057675,0.24635454867974663,0.011255411255411256,0.006926406926406926,1.6041666666666667,1155,0.0,False
Nanhu_Technology Park,6,off,25,67,0.2791576607275075,0.21189610033170372,0.0074875207986688855,0.004159733777038269,1.6694444444444445,1202,0.0,False
Nanhu_Technology Park,6,off,26,68,0.28709896794887046,0.39682440120703233,0.012520868113522538,0.009181969949916527,1.663888888888889,1198,0.0,False
Nanhu_Technology Park,6,off,27,69,0.2455623828374613,0.5819933571940752,0.018437225636523266,0.012291483757682178,1.5819444444444444,1139,0.0,False
Nanhu_Technology Park,6,off,28,70,0.25131635830716226,0.048419130320834676,0.001644736842105263,0.0008223684210526315,1.6888888888888889,1216,0.0,False
Nanhu_Technology Park,6,off,29,71,0.2794188064096371,0.8140150630048058,0.025231286795626577,0.01934398654331371,1.6513888888888888,1189,0.0,False
Nanhu_Technology Park,6,off,30,72,0.24354119476781136,0.24068539906350989,0.006837606837606838,0.005982905982905983,1.625,1170,0.0,False
Nanhu_Technology Park,6,off,31,73,0.2638981698469626,0.31238368748101275,0.013593882752761258,0.00594732370433305,1.6347222222222222,1177,0.0,False
Nanhu_Technology Park,6,off,32,74,0.26052750414083714,0.21722813290128504,0.005804311774461028,0.0041459369817578775,1.675,1206,0.0,False
Nanhu_Technology Park,6,off,33,75,0.289112756702548,0.5182640978235413,0.01729818780889621,0.014827018121911038,1.6861111111111111,1214,0.0,False
Nanhu_Technology Park,6,off,34,76,0.2607840168540841,0.2344760376112368,0.010327022375215147,0.0068846815834767644,1.613888888888889,1162,0.0,False
Nanhu_Technology Park,6,off,35,77,0.2663281661746378,0.15280602914609526,0.0067226890756302525,0.0033613445378151263,1.6527777777777777,1190,0.0,False
Nanhu_Technology Park,6,off,36,78,0.24103270622486245,0.34644432519885265,0.012647554806070826,0.010961214165261383,1.6472222222222221,1186,0.0,False
Nanhu_Technology Park,6,off,37,79,0.26135074859010493,0.2881728308022162,0.01283147989734816,0.005988023952095809,1.6236111111111111,1169,0.0,False
Nanhu_Technology Park,6,off,38,80,0.25976689585683455,0.2503613887559098,0.008291873963515755,0.004975124378109453,1.675,1206,0.0,False
Nanhu_Technology Park,6,off,39,81,0.2766763530926705,0.269704954192395,0.011272141706924315,0.007246376811594203,1.725,1242,0.0,False
Nanhu_Technology Park,6,off,40,82,0.27253812305853203,0.28037137059204814,0.009708737864077669,0.00794351279788173,1.573611111111111,1133,0.0,False
Nanhu_Technology Park,6,off,41,83,0.2591536580925618,0.1490987193607001,0.004500450045004501,0.0018001800180018,1.5430555555555556,1111,0.0,False
Nanhu_Technology Park,6,off,42,84,0.2601030525468616,0.7652635344203251,0.015,0.013333333333333334,1.6666666666666667,1200,0.0,False
Nanhu_Technology Park,6,off,43,85,0.26657452635574946,0.43102066836765107,0.016379310344827588,0.01293103448275862,1.6111111111111112,1160,0.0,False
Nanhu_Technology Park,6,off,44,86,0.2319248849155061,0.16782716494457214,0.004370629370629371,0.0034965034965034965,1.5888888888888888,1144,0.0,False
Nanhu_Technology Park,6,off,45,87,0.249959841175438,0.09603386007456959,0.0026200873362445414,0.0017467248908296944,1.5902777777777777,1145,0.0,False
Nanhu_Technology Park,6,off,46,88,0.2573301559708627,0.18019119370032843,0.006802721088435374,0.003401360544217687,1.6333333333333333,1176,0.0,False
Nanhu_Technology Park,6,off,47,89,0.2598959751609503,0.28919548439755616,0.013050570962479609,0.008156606851549755,1.7027777777777777,1226,0.0,False
Nanhu_Technology Park,6,off,48,90,0.27367279674216394,0.2601237267692762,0.006914433880726016,0.006914433880726016,1.6069444444444445,1157,0.0,False
Nanhu_Technology Park,6,off,49,91,0.29172028913862547,0.44947164657682254,0.019470404984423675,0.012461059190031152,1.7833333333333334,1284,0.0,False
Nanhu_Technology Park,8,off,0,42,0.1909753461915553,0.0,0.0,0.0,1.663888888888889,1198,0.0,False
Nanhu_Technology Park,8,off,1,43,0.20654807266656672,0.02407112516814511,0.0008460236886632825,0.0,1.6416666666666666,1182,0.0,False
Nanhu_Technology Park,8,off,2,44,0.19112968188477883,0.0,0.0,0.0,1.6541666666666666,1191,0.0,False
Nanhu_Technology Park,8,off,3,45,0.2012710189720608,0.0,0.0,0.0,1.7208333333333334,1239,0.0,False
Nanhu_Technology Park,8,off,4,46,0.19986945833863157,0.0,0.0,0.0,1.6708333333333334,1203,0.0,False
Nanhu_Technology Park,8,off,5,47,0.19635685018118348,0.0,0.0,0.0,1.65,1188,0.0,False
Nanhu_Technology Park,8,off,6,48,0.19670098458753643,0.0,0.0,0.0,1.5916666666666666,1146,0.0,False
Nanhu_Technology Park,8,off,7,49,0.2155513729877294,0.1966441802950111,0.0049504950495049506,0.0049504950495049506,1.6833333333333333,1212,0.0,False
Nanhu_Technology Park,8,off,8,50,0.18606820116848682,0.0,0.0,0.0,1.5583333333333333,1122,0.0,False
Nanhu_Technology Park,8,off,9,51,0.1924180071680488,0.012932257474262613,0.0,0.0,1.6916666666666667,1218,0.0,False
Nanhu_Technology Park,8,off,10,52,0.18128954883381135,0.09444726158694644,0.004420866489832007,0.0035366931918656055,1.5708333333333333,1131,0.0,False
Nanhu_Technology Park,8,off,11,53,0.2109157618587762,0.08451821388547053,0.0041356492969396195,0.0016542597187758478,1.6791666666666667,1209,0.0,False
Nanhu_Technology Park,8,off,12,54,0.19929630284840977,0.0,0.0,0.0,1.6458333333333333,1185,0.0,False
Nanhu_Technology Park,8,off,13,55,0.19927706305156156,0.012038149689208522,0.0008169934640522876,0.0,1.7,1224,0.0,False
Nanhu_Technology Park,8,off,14,56,0.20015096085187906,0.00363536102822957,0.0,0.0,1.6319444444444444,1175,0.0,False
Nanhu_Technology Park,8,off,15,57,0.1884853877189182,0.0,0.0,0.0,1.573611111111111,1133,0.0,False
Nanhu_Technology Park,8,off,16,58,0.19768419549975322,0.0,0.0,0.0,1.6208333333333333,1167,0.0,False
Nanhu_Technology Park,8,off,17,59,0.20527885661508474,0.014461692838998947,0.0,0.0,1.6319444444444444,1175,0.0,False
Nanhu_Technology Park,8,off,18,60,0.17994869686463122,0.00703194209419516,0.0,0.0,1.6194444444444445,1166,0.0,False
Nanhu_Technology Park,8,off,19,61,0.19661694850195255,0.0,0.0,0.0,1.5944444444444446,1148,0.0,False
Nanhu_Technology Park,8,off,20,62,0.2068811463779474,0.018593469432606372,0.0008333333333333334,0.0,1.6666666666666667,1200,0.0,False
Nanhu_Technology Park,8,off,21,63,0.1829791427671989,0.022820606315975406,0.0,0.0,1.6708333333333334,1203,0.0,False
Nanhu_Technology Park,8,off,22,64,0.20290000749255982,0.01714534157247244,0.0008149959250203749,0.0008149959250203749,1.7041666666666666,1227,0.0,False
Nanhu_Technology Park,8,off,23,65,0.20414763969159896,0.009351159103665938,0.0,0.0,1.6208333333333333,1167,0.0,False
Nanhu_Technology Park,8,off,24,66,0.19966026183793306,0.0,0.0,0.0,1.6041666666666667,1155,0.0,False
Nanhu_Technology Park,8,off,25,67,0.20936824554563052,0.003778763342038194,0.0,0.0,1.6694444444444445,1202,0.0,False
Nanhu_Technology Park,8,off,26,68,0.21532422596165318,0.06143911047826056,0.0025041736227045075,0.001669449081803005,1.663888888888889,1198,0.0,False
Nanhu_Technology Park,8,off,27,69,0.18417178712809565,0.0417738032193021,0.001755926251097454,0.001755926251097454,1.5819444444444444,1139,0.0,False
Nanhu_Technology Park,8,off,28,70,0.18848726873037175,0.0,0.0,0.0,1.6888888888888889,1216,0.0,False
Nanhu_Technology Park,8,off,29,71,0.20956410480722762,0.0018091037318597961,0.0,0.0,1.6513888888888888,1189,0.0,False
Nanhu_Technology Park,8,off,30,72,0.18265589607585847,0.002689845782804649,0.0,0.0,1.625,1170,0.0,False
Nanhu_Technology Park,8,off,31,73,0.19792362738522215,0.00042891157723451607,0.0,0.0,1.6347222222222222,1177,0.0,False
Nanhu_Technology Park,8,off,32,74,0.19539562810562758,0.04138478411802181,0.001658374792703151,0.001658374792703151,1.675,1206,0.0,False
Nanhu_Technology Park,8,off,33,75,0.21683456752691116,0.0848735368497599,0.004942339373970346,0.002471169686985173,1.6861111111111111,1214,0.0,False
Nanhu_Technology Park,8,off,34,76,0.19556455469584905,0.0034247601180108045,0.0,0.0,1.613888888888889,1162,0.0,False
Nanhu_Technology Park,8,off,35,77,0.1997461246309781,0.0,0.0,0.0,1.6527777777777777,1190,0.0,False
Nanhu_Technology Park,8,off,36,78,0.1807745296686468,0.018562139358913966,0.0008431703204047217,0.0,1.6472222222222221,1186,0.0,False
Nanhu_Technology Park,8,off,37,79,0.1960130614425784,0.012755489211789262,0.000855431993156544,0.0,1.6236111111111111,1169,0.0,False
Nanhu_Technology Park,8,off,38,80,0.19482517189262585,0.00622469581767487,0.0,0.0,1.675,1206,0.0,False
Nanhu_Technology Park,8,off,39,81,0.20750726481950366,0.007046052616205646,0.0,0.0,1.725,1242,0.0,False
Nanhu_Technology Park,8,off,40,82,0.20437404742936374,0.0,0.0,0.0,1.573611111111111,1133,0.0,False
Nanhu_Technology Park,8,off,41,83,0.19436524356942123,0.0,0.0,0.0,1.5430555555555556,1111,0.0,False
Nanhu_Technology Park,8,off,42,84,0.1950772894101464,0.05368081501647794,0.0033333333333333335,0.0016666666666666668,1.6666666666666667,1200,0.0,False
Nanhu_Technology Park,8,off,43,85,0.199930894766812,0.0260222987226057,0.0,0.0,1.6111111111111112,1160,0.0,False
Nanhu_Technology Park,8,off,44,86,0.1739436636866297,0.0,0.0,0.0,1.5888888888888888,1144,0.0,False
Nanhu_Technology Park,8,off,45,87,0.18746988088157807,0.0,0.0,0.0,1.5902777777777777,1145,0.0,False
Nanhu_Technology Park,8,off,46,88,0.19299426090427788,0.0,0.0,0.0,1.6333333333333333,1176,0.0,False
Nanhu_Technology Park,8,off,47,89,0.1949219813707119,0.008273343673100954,0.0008156606851549756,0.0,1.7027777777777777,1226,0.0,False
Nanhu_Technology Park,8,off,48,90,0.20525459755662284,0.01659323762509878,0.000864304235090752,0.000864304235090752,1.6069444444444445,1157,0.0,False
Nanhu_Technology Park,8,off,49,91,0.21879021685396915,0.012212884299166784,0.000778816199376947,0.0,1.7833333333333334,1284,0.0,False
Nanhu_Technology Park,10,off,0,42,0.1527802769532443,0.0,0.0,0.0,1.663888888888889,1198,0.0,False
Nanhu_Technology Park,10,off,1,43,0.16523845813325289,0.0,0.0,0.0,1.6416666666666666,1182,0.0,False
Nanhu_Technology Park,10,off,2,44,0.1529037455078231,0.0,0.0,0.0,1.6541666666666666,1191,0.0,False
Nanhu_Technology Park,10,off,3,45,0.16101681517764851,0.0,0.0,0.0,1.7208333333333334,1239,0.0,False
Nanhu_Technology Park,10,off,4,46,0.1598955666709055,0.0,0.0,0.0,1.6708333333333334,1203,0.0,False
Nanhu_Technology Park,10,off,5,47,0.1570854801449466,0.0,0.0,0.0,1.65,1188,0.0,False
Nanhu_Technology Park,10,off,6,48,0.1573607876700293,0.0,0.0,0.0,1.5916666666666666,1146,0.0,False
Nanhu_Technology Park,10,off,7,49,0.17244109839018357,0.01110624196627985,0.0,0.0,1.6833333333333333,1212,0.0,False
Nanhu_Technology Park,10,off,8,50,0.14885456093478952,0.0,0.0,0.0,1.5583333333333333,1122,0.0,False
Nanhu_Technology Park,10,off,9,51,0.1539344057344391,0.0,0.0,0.0,1.6916666666666667,1218,0.0,False
