station,n_chargers,faults,replication,seed,mean_utilization,mean_wait,p_wait_gt_10min,p_wait_gt_15min,throughput_per_hour,n_sessions,fault_fraction,drain_cap_hit
Nanhu_Technology Park,12,on,6,48,0.15584148136867587,0.0,0.0,0.0,1.5902777777777777,1146,0.17452006980802792,False
Nanhu_Technology Park,12,on,7,49,0.1651066684117324,0.0,0.0,0.0,1.6833333333333333,1212,0.16006600660066006,False
Nanhu_Technology Park,12,on,8,50,0.1421349710381172,0.0,0.0,0.0,1.5583333333333333,1122,0.1586452762923351,False
Nanhu_Technology Park,12,on,9,51,0.1461611519492708,0.0,0.0,0.0,1.6916666666666667,1218,0.1510673234811166,False
Nanhu_Technology Park,12,on,10,52,0.1397728973102383,0.0,0.0,0.0,1.5694444444444444,1131,0.14677276746242263,False
Nanhu_Technology Park,12,on,11,53,0.1626869260766615,0.0,0.0,0.0,1.676388888888889,1209,0.1662531017369727,False
Nanhu_Technology Park,12,on,12,54,0.152467560474374,0.0,0.0,0.0,1.6458333333333333,1185,0.1569620253164557,False
Nanhu_Technology Park,12,on,13,55,0.15235926700607205,0.0,0.0,0.0,1.7,1224,0.1503267973856209,False
Nanhu_Technology Park,12,on,14,56,0.1529661952354134,0.0,0.0,0.0,1.6305555555555555,1175,0.14893617021276595,False
Nanhu_Technology Park,12,on,15,57,0.1448603753220569,0.0,0.0,0.0,1.573611111111111,1133,0.1588702559576346,False
Nanhu_Technology Park,12,on,16,58,0.15097288318456967,0.0,0.0,0.0,1.6208333333333333,1167,0.15167095115681234,False
Nanhu_Technology Park,12,on,17,59,0.15440972796401728,0.0,0.0,0.0,1.6319444444444444,1175,0.15319148936170213,False
Nanhu_Technology Park,12,on,18,60,0.1404296201046426,0.0,0.0,0.0,1.6166666666666667,1166,0.1569468267581475,False
Nanhu_Technology Park,12,on,19,61,0.14990465724477356,0.0,0.0,0.0,1.5944444444444446,1148,0.15418118466898956,False
Nanhu_Technology Park,12,on,20,62,0.15751667790214022,0.0,0.0,0.0,1.6666666666666667,1200,0.15,False
Nanhu_Technology Park,12,on,21,63,0.13905285425169495,0.0,0.0,0.0,1.6708333333333334,1203,0.14546965918536992,False
Nanhu_Technology Park,12,on,22,64,0.15532345451386034,0.0,0.0,0.0,1.7027777777777777,1227,0.14425427872860636,False
Nanhu_Technology Park,12,on,23,65,0.15710598189719277,0.0,0.0,0.0,1.6208333333333333,1167,0.15424164524421594,False
Nanhu_Technology Park,12,on,24,66,0.15083518655217387,0.0,0.0,0.0,1.6041666666666667,1155,0.14372294372294372,False
Nanhu_Technology Park,12,on,25,67,0.15697637612193685,0.0,0.0,0.0,1.6694444444444445,1202,0.14226289517470883,False
Nanhu_Technology Park,12,on,26,68,0.16346060949363708,0.0,0.0,0.0,1.663888888888889,1198,0.169449081803005,False
Nanhu_Technology Park,12,on,27,69,0.14102411926149694,0.0,0.0,0.0,1.5805555555555555,1139,0.16681299385425813,False
Nanhu_Technology Park,12,on,28,70,0.1447494593027568,0.0,0.0,0.0,1.6888888888888889,1216,0.15049342105263158,False
Nanhu_Technology Park,12,on,29,71,0.16086677231887303,0.0,0.0,0.0,1.6513888888888888,1189,0.16232127838519764,False
Nanhu_Technology Park,12,on,30,72,0.13485481265146,0.0,0.0,0.0,1.625,1170,0.12222222222222222,False
Nanhu_Technology Park,12,on,31,73,0.14882091007464648,0.0,0.0,0.0,1.6333333333333333,1177,0.15123194562446898,False
Nanhu_Technology Park,12,on,32,74,0.14834382035319338,0.0,0.0,0.0,1.675,1206,0.13930348258706468,False
Nanhu_Technology Park,12,on,33,75,0.1625352051230231,0.0,0.0,0.0,1.6847222222222222,1214,0.15403624382207579,False
Nanhu_Technology Park,12,on,34,76,0.14681827408987422,0.0,0.0,0.0,1.613888888888889,1162,0.1514629948364888,False
Nanhu_Technology Park,12,on,35,77,0.15298475633462982,0.0,0.0,0.0,1.6527777777777777,1190,0.1638655462184874,False
Nanhu_Technology Park,12,on,36,78,0.13712158617251025,0.0,0.0,0.0,1.6472222222222221,1186,0.14249578414839797,False
Nanhu_Technology Park,12,on,37,79,0.15266674702177477,0.0,0.0,0.0,1.6236111111111111,1169,0.17621899059024806,False
Nanhu_Technology Park,12,on,38,80,0.15090405339423216,0.0,0.0,0.0,1.675,1206,0.16583747927031509,False
Nanhu_Technology Park,12,on,39,81,0.1581667987353204,0.0,0.0,0.0,1.725,1242,0.1529790660225443,False
Nanhu_Technology Park,12,on,40,82,0.15467818431580344,0.0,0.0,0.0,1.5708333333333333,1133,0.15710503089143865,False
Nanhu_Technology Park,12,on,41,83,0.14857784437627633,0.0,0.0,0.0,1.5430555555555556,1111,0.15841584158415842,False
