station,n_chargers,faults,mean_utilization_mean,mean_utilization_std,mean_utilization_ci95,mean_wait_mean,mean_wait_std,mean_wait_ci95,median_wait_mean,median_wait_std,median_wait_ci95,p95_wait_mean,p95_wait_std,p95_wait_ci95,p_wait_gt_10min_mean,p_wait_gt_10min_std,p_wait_gt_10min_ci95,p_wait_gt_15min_mean,p_wait_gt_15min_std,p_wait_gt_15min_ci95,throughput_per_hour_mean,throughput_per_hour_std,throughput_per_hour_ci95,n_sessions_mean,n_sessions_std,n_sessions_ci95,fault_fraction_mean,fault_fraction_std,fault_fraction_ci95,p_wait_gt_15min_upper95
Nanhu_Technology Park,12,off,0.1316490539973988,0.006718022960328581,0.0018810464288920024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,14,off,0.11284204628348467,0.005758305394567372,0.0016123255104788642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,16,off,0.09873679049804909,0.005038517220246436,0.0014107848216690021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,18,off,0.08776603599826585,0.004478681973552392,0.0012540309525946698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,20,off,0.07898943239843928,0.004030813776197138,0.0011286278573351986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,22,off,0.07180857490767203,0.0036643761601792262,0.0010260253248501835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,24,off,0.0658245269986994,0.0033590114801642906,0.0009405232144460012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,26,off,0.060761101844953286,0.003100625981690109,0.0008681752748732305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,28,off,0.056421023141742334,0.002879152697283686,0.0008061627552394321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
Nanhu_Technology Park,30,off,0.05265962159895951,0.0026872091841314313,0.0007524185715568006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6435000000000002,0.0474743595513917,0.013292820674389675,1183.32,34.18153887700201,9.570830885560563,0.0,0.0,0.0,0.0
