station,n_chargers,activation_mode,faults,replication,mean_utilization,mean_utilization_static,mean_wait,p_wait_gt_15min,active_charger_hours,scheduled_charger_hours,n_sessions,fault_fraction,throughput_per_hour,drain_cap_hit
Xiuzhou_Expressway Service District A,20,full,ON,39,0.04975676247263322,0.04975676247263331,0.0,0.0,14400.000000000027,14400.0,620,0.1435483870967742,0.8597222222222223,False
Xiuzhou_Expressway Service District A,20,full,ON,40,0.04540755441711669,0.04540755441711669,0.0,0.0,14400.0,14400.0,599,0.16026711185308848,0.8319444444444445,False
Xiuzhou_Expressway Service District A,20,full,ON,41,0.0497781249266894,0.04977812492668945,0.0,0.0,14400.000000000016,14400.0,600,0.17333333333333334,0.8333333333333334,False
Xiuzhou_Expressway Service District A,20,full,ON,42,0.04866514242589865,0.04866514242589861,0.0,0.0,14399.999999999989,14400.0,642,0.16978193146417445,0.8916666666666667,False
Xiuzhou_Expressway Service District A,20,full,ON,43,0.047024090938972356,0.0470240909389723,0.0,0.0,14399.999999999982,14400.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,20,full,ON,44,0.0481556874067743,0.04815568740677426,0.0,0.0,14399.999999999989,14400.0,619,0.1777059773828756,0.8597222222222223,False
Xiuzhou_Expressway Service District A,20,full,ON,45,0.04307429610151959,0.04307429610151964,0.0,0.0,14400.000000000018,14400.0,563,0.1669626998223801,0.7819444444444444,False
Xiuzhou_Expressway Service District A,20,full,ON,46,0.04627831552640467,0.046278315526404705,0.0,0.0,14400.000000000011,14400.0,615,0.17560975609756097,0.8541666666666666,False
Xiuzhou_Expressway Service District A,20,full,ON,47,0.05185510966337481,0.051855109663374845,0.0,0.0,14400.00000000001,14400.0,618,0.1796116504854369,0.8583333333333333,False
Xiuzhou_Expressway Service District A,20,full,ON,48,0.05497494486622711,0.05497494486622712,0.0,0.0,14400.000000000004,14400.0,606,0.16006600660066006,0.8402777777777778,False
Xiuzhou_Expressway Service District A,20,full,ON,49,0.046982316708673,0.046982316708672936,0.0,0.0,14399.999999999982,14400.0,645,0.15348837209302327,0.8958333333333334,False
Xiuzhou_Expressway Service District A,22,full,ON,0,0.04486990311856008,0.044869903118560116,0.0,0.0,15840.000000000013,15840.0,624,0.16025641025641027,0.8666666666666667,False
Xiuzhou_Expressway Service District A,22,full,ON,1,0.04576154312105268,0.045761543121052684,0.0,0.0,15840.000000000004,15840.0,638,0.1677115987460815,0.8861111111111111,False
Xiuzhou_Expressway Service District A,22,full,ON,2,0.04353420455901149,0.043534204559011476,0.0,0.0,15839.999999999996,15840.0,594,0.18518518518518517,0.825,False
Xiuzhou_Expressway Service District A,22,full,ON,3,0.04604540551345266,0.04604540551345268,0.0,0.0,15840.000000000007,15840.0,634,0.15772870662460567,0.8805555555555555,False
Xiuzhou_Expressway Service District A,22,full,ON,4,0.04810119375924319,0.04810119375924327,0.0,0.0,15840.000000000027,15840.0,630,0.20476190476190476,0.8736111111111111,False
Xiuzhou_Expressway Service District A,22,full,ON,5,0.04251368748928996,0.04251368748928987,0.0,0.0,15839.999999999967,15840.0,615,0.16097560975609757,0.8541666666666666,False
Xiuzhou_Expressway Service District A,22,full,ON,6,0.046293337716376594,0.04629333771637662,0.0,0.0,15840.00000000001,15840.0,589,0.17147707979626486,0.8166666666666667,False
Xiuzhou_Expressway Service District A,22,full,ON,7,0.04757217064410829,0.04757217064410832,0.0,0.0,15840.00000000001,15840.0,665,0.17142857142857143,0.9236111111111112,False
Xiuzhou_Expressway Service District A,22,full,ON,8,0.04465359203982451,0.04465359203982451,0.0,0.0,15840.000000000002,15840.0,599,0.2003338898163606,0.8319444444444445,False
Xiuzhou_Expressway Service District A,22,full,ON,9,0.03887779076022284,0.038877790760222866,0.0,0.0,15840.000000000011,15840.0,614,0.1742671009771987,0.8513888888888889,False
Xiuzhou_Expressway Service District A,22,full,ON,10,0.0434431568430777,0.04344315684307765,0.0,0.0,15839.999999999984,15840.0,594,0.14814814814814814,0.825,False
Xiuzhou_Expressway Service District A,22,full,ON,11,0.05314311663439055,0.05314311663439055,0.0,0.0,15840.0,15840.0,655,0.1801526717557252,0.9097222222222222,False
Xiuzhou_Expressway Service District A,22,full,ON,12,0.04634226962454455,0.04634226962454447,0.0,0.0,15839.99999999997,15840.0,611,0.19639934533551553,0.8486111111111111,False
Xiuzhou_Expressway Service District A,22,full,ON,13,0.047648537471845546,0.04764853747184556,0.0,0.0,15840.000000000005,15840.0,632,0.1550632911392405,0.8777777777777778,False
Xiuzhou_Expressway Service District A,22,full,ON,14,0.04768637531032533,0.04768637531032533,0.0,0.0,15840.0,15840.0,636,0.16981132075471697,0.8819444444444444,False
Xiuzhou_Expressway Service District A,22,full,ON,15,0.04634649327670047,0.04634649327670054,0.0,0.0,15840.000000000025,15840.0,596,0.17114093959731544,0.8277777777777777,False
Xiuzhou_Expressway Service District A,22,full,ON,16,0.04102287928118973,0.041022879281189764,0.0,0.0,15840.000000000013,15840.0,590,0.15423728813559323,0.8194444444444444,False
Xiuzhou_Expressway Service District A,22,full,ON,17,0.044582081356058574,0.04458208135605848,0.0,0.0,15839.999999999967,15840.0,653,0.17611026033690658,0.9069444444444444,False
Xiuzhou_Expressway Service District A,22,full,ON,18,0.04535761900417246,0.04535761900417251,0.0,0.0,15840.000000000016,15840.0,596,0.18120805369127516,0.8277777777777777,False
Xiuzhou_Expressway Service District A,22,full,ON,19,0.04475725824064604,0.04475725824064604,0.0,0.0,15840.000000000002,15840.0,615,0.17398373983739837,0.8541666666666666,False
Xiuzhou_Expressway Service District A,22,full,ON,20,0.03982029479592136,0.03982029479592136,0.0,0.0,15840.0,15840.0,625,0.1584,0.8680555555555556,False
Xiuzhou_Expressway Service District A,22,full,ON,21,0.04858815121233641,0.04858815121233645,0.0,0.0,15840.000000000013,15840.0,583,0.16981132075471697,0.8097222222222222,False
Xiuzhou_Expressway Service District A,22,full,ON,22,0.04910732400887846,0.04910732400887845,0.0,0.0,15839.999999999996,15840.0,667,0.1469265367316342,0.9263888888888889,False
Xiuzhou_Expressway Service District A,22,full,ON,23,0.04454713226738374,0.04454713226738377,0.0,0.0,15840.000000000011,15840.0,620,0.1774193548387097,0.8611111111111112,False
Xiuzhou_Expressway Service District A,22,full,ON,24,0.04273172621264204,0.04273172621264206,0.0,0.0,15840.000000000005,15840.0,590,0.13898305084745763,0.8180555555555555,False
Xiuzhou_Expressway Service District A,22,full,ON,25,0.04318813877794484,0.043188138777944786,0.0,0.0,15839.999999999978,15840.0,628,0.12898089171974522,0.8722222222222222,False
Xiuzhou_Expressway Service District A,22,full,ON,26,0.05096184836248207,0.05096184836248209,0.0,0.0,15840.000000000005,15840.0,627,0.18819776714513556,0.8708333333333333,False
Xiuzhou_Expressway Service District A,22,full,ON,27,0.0463703856418894,0.046370385641889375,0.0,0.0,15839.99999999999,15840.0,641,0.1794071762870515,0.8888888888888888,False
Xiuzhou_Expressway Service District A,22,full,ON,28,0.04517252252859848,0.04517252252859848,0.0,0.0,15839.999999999998,15840.0,636,0.17452830188679244,0.8833333333333333,False
Xiuzhou_Expressway Service District A,22,full,ON,29,0.04469356287915066,0.044693562879150626,0.0,0.0,15839.999999999987,15840.0,621,0.1723027375201288,0.8625,False
Xiuzhou_Expressway Service District A,22,full,ON,30,0.038531396485724755,0.03853139648572474,0.0,0.0,15839.999999999995,15840.0,610,0.13114754098360656,0.8472222222222222,False
Xiuzhou_Expressway Service District A,22,full,ON,31,0.044827905153677086,0.04482790515367715,0.0,0.0,15840.000000000022,15840.0,613,0.15171288743882544,0.85,False
Xiuzhou_Expressway Service District A,22,full,ON,32,0.0449386557747476,0.04493865577474769,0.0,0.0,15840.000000000031,15840.0,619,0.1567043618739903,0.8597222222222223,False
Xiuzhou_Expressway Service District A,22,full,ON,33,0.04464702990847282,0.044647029908472864,0.0,0.0,15840.000000000016,15840.0,627,0.18022328548644337,0.8694444444444445,False
Xiuzhou_Expressway Service District A,22,full,ON,34,0.045600117610622354,0.045600117610622395,0.0,0.0,15840.000000000013,15840.0,611,0.176759410801964,0.8472222222222222,False
Xiuzhou_Expressway Service District A,22,full,ON,35,0.04408403402177977,0.044084034021779746,0.0,0.0,15839.999999999993,15840.0,604,0.18543046357615894,0.8388888888888889,False
Xiuzhou_Expressway Service District A,22,full,ON,36,0.04452855488507885,0.0445285548850789,0.0,0.0,15840.000000000016,15840.0,595,0.14285714285714285,0.8263888888888888,False
Xiuzhou_Expressway Service District A,22,full,ON,37,0.04315318372736987,0.04315318372736987,0.0,0.0,15839.999999999998,15840.0,590,0.18135593220338983,0.8180555555555555,False
Xiuzhou_Expressway Service District A,22,full,ON,38,0.04403592424608351,0.04403592424608357,0.0,0.0,15840.000000000022,15840.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,22,full,ON,39,0.04523342042966666,0.045233420429666646,0.0,0.0,15839.999999999995,15840.0,620,0.1435483870967742,0.8597222222222223,False
Xiuzhou_Expressway Service District A,22,full,ON,40,0.04127959492465153,0.04127959492465153,0.0,0.0,15840.0,15840.0,599,0.16026711185308848,0.8319444444444445,False
Xiuzhou_Expressway Service District A,22,full,ON,41,0.045252840842444866,0.04525284084244496,0.0,0.0,15840.000000000031,15840.0,600,0.17333333333333334,0.8333333333333334,False
Xiuzhou_Expressway Service District A,22,full,ON,42,0.04424103856899878,0.04424103856899873,0.0,0.0,15839.999999999984,15840.0,642,0.16978193146417445,0.8916666666666667,False
Xiuzhou_Expressway Service District A,22,full,ON,43,0.042749173580883856,0.042749173580883905,0.0,0.0,15840.00000000002,15840.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,22,full,ON,44,0.04377789764252207,0.04377789764252205,0.0,0.0,15839.999999999995,15840.0,619,0.1777059773828756,0.8597222222222223,False
Xiuzhou_Expressway Service District A,22,full,ON,45,0.039158451001381524,0.03915845100138149,0.0,0.0,15839.999999999987,15840.0,563,0.1669626998223801,0.7819444444444444,False
Xiuzhou_Expressway Service District A,22,full,ON,46,0.042071195933095176,0.04207119593309519,0.0,0.0,15840.000000000004,15840.0,615,0.17560975609756097,0.8541666666666666,False
Xiuzhou_Expressway Service District A,22,full,ON,47,0.04714100878488611,0.04714100878488622,0.0,0.0,15840.000000000035,15840.0,618,0.1796116504854369,0.8583333333333333,False
Xiuzhou_Expressway Service District A,22,full,ON,48,0.049977222605661044,0.04997722260566102,0.0,0.0,15839.999999999995,15840.0,606,0.16006600660066006,0.8402777777777778,False
Xiuzhou_Expressway Service District A,22,full,ON,49,0.04271119700788445,0.04271119700788449,0.0,0.0,15840.000000000016,15840.0,645,0.15348837209302327,0.8958333333333334,False
Xiuzhou_Expressway Service District A,24,full,ON,0,0.04113074452534678,0.04113074452534678,0.0,0.0,17279.999999999996,17280.0,624,0.16025641025641027,0.8666666666666667,False
Xiuzhou_Expressway Service District A,24,full,ON,1,0.04194808119429835,0.04194808119429829,0.0,0.0,17279.999999999978,17280.0,638,0.1677115987460815,0.8861111111111111,False
Xiuzhou_Expressway Service District A,24,full,ON,2,0.03990635417909391,0.039906354179093856,0.0,0.0,17279.999999999978,17280.0,594,0.18518518518518517,0.825,False
Xiuzhou_Expressway Service District A,24,full,ON,3,0.042208288387331705,0.04220828838733163,0.0,0.0,17279.999999999967,17280.0,634,0.15772870662460567,0.8805555555555555,False
Xiuzhou_Expressway Service District A,24,full,ON,4,0.04409276094597305,0.044092760945973,0.0,0.0,17279.99999999998,17280.0,630,0.20476190476190476,0.8736111111111111,False
Xiuzhou_Expressway Service District A,24,full,ON,5,0.03897088019851567,0.03897088019851571,0.0,0.0,17280.00000000002,17280.0,615,0.16097560975609757,0.8541666666666666,False
Xiuzhou_Expressway Service District A,24,full,ON,6,0.042435559573345265,0.04243555957334524,0.0,0.0,17279.99999999999,17280.0,589,0.17147707979626486,0.8166666666666667,False
Xiuzhou_Expressway Service District A,24,full,ON,7,0.04360782309043254,0.043607823090432624,0.0,0.0,17280.000000000033,17280.0,665,0.17142857142857143,0.9236111111111112,False
Xiuzhou_Expressway Service District A,24,full,ON,8,0.04093245936983918,0.040932459369839136,0.0,0.0,17279.999999999985,17280.0,599,0.2003338898163606,0.8319444444444445,False
Xiuzhou_Expressway Service District A,24,full,ON,9,0.03563797486353768,0.035637974863537626,0.0,0.0,17279.999999999975,17280.0,614,0.1742671009771987,0.8513888888888889,False
Xiuzhou_Expressway Service District A,24,full,ON,10,0.03982289377282121,0.03982289377282119,0.0,0.0,17279.99999999999,17280.0,594,0.14814814814814814,0.825,False
Xiuzhou_Expressway Service District A,24,full,ON,11,0.04871452358152463,0.04871452358152467,0.0,0.0,17280.000000000015,17280.0,655,0.1801526717557252,0.9097222222222222,False
Xiuzhou_Expressway Service District A,24,full,ON,12,0.042480413822499126,0.0424804138224991,0.0,0.0,17279.99999999999,17280.0,611,0.19639934533551553,0.8486111111111111,False
Xiuzhou_Expressway Service District A,24,full,ON,13,0.043677826015858394,0.043677826015858436,0.0,0.0,17280.000000000015,17280.0,632,0.1550632911392405,0.8777777777777778,False
Xiuzhou_Expressway Service District A,24,full,ON,14,0.04371251070113157,0.04371251070113156,0.0,0.0,17279.999999999993,17280.0,636,0.16981132075471697,0.8819444444444444,False
Xiuzhou_Expressway Service District A,24,full,ON,15,0.04248428550364218,0.042484285503642166,0.0,0.0,17279.999999999993,17280.0,596,0.17114093959731544,0.8277777777777777,False
Xiuzhou_Expressway Service District A,24,full,ON,16,0.03760430600775725,0.037604306007757285,0.0,0.0,17280.000000000015,17280.0,590,0.15423728813559323,0.8194444444444444,False
Xiuzhou_Expressway Service District A,24,full,ON,17,0.040866907909720286,0.04086690790972027,0.0,0.0,17279.999999999993,17280.0,653,0.17611026033690658,0.9069444444444444,False
Xiuzhou_Expressway Service District A,24,full,ON,18,0.04157781742049153,0.041577817420491464,0.0,0.0,17279.999999999975,17280.0,596,0.18120805369127516,0.8277777777777777,False
Xiuzhou_Expressway Service District A,24,full,ON,19,0.041027486720592296,0.041027486720592206,0.0,0.0,17279.99999999996,17280.0,615,0.17398373983739837,0.8541666666666666,False
Xiuzhou_Expressway Service District A,24,full,ON,20,0.0365019368962613,0.03650193689626125,0.0,0.0,17279.999999999978,17280.0,625,0.1584,0.8680555555555556,False
Xiuzhou_Expressway Service District A,24,full,ON,21,0.04453913861130836,0.04453913861130841,0.0,0.0,17280.00000000002,17280.0,583,0.16981132075471697,0.8097222222222222,False
Xiuzhou_Expressway Service District A,24,full,ON,22,0.045015047008138506,0.045015047008138576,0.0,0.0,17280.000000000025,17280.0,667,0.1469265367316342,0.9263888888888889,False
Xiuzhou_Expressway Service District A,24,full,ON,23,0.04083487124510177,0.040834871245101795,0.0,0.0,17280.00000000001,17280.0,620,0.1774193548387097,0.8611111111111112,False
Xiuzhou_Expressway Service District A,24,full,ON,24,0.03917074902825513,0.03917074902825522,0.0,0.0,17280.00000000004,17280.0,590,0.13898305084745763,0.8180555555555555,False
Xiuzhou_Expressway Service District A,24,full,ON,25,0.03958912721311598,0.03958912721311605,0.0,0.0,17280.000000000033,17280.0,628,0.12898089171974522,0.8722222222222222,False
Xiuzhou_Expressway Service District A,24,full,ON,26,0.04671502766560861,0.04671502766560858,0.0,0.0,17279.99999999999,17280.0,627,0.18819776714513556,0.8708333333333333,False
Xiuzhou_Expressway Service District A,24,full,ON,27,0.04250618683839857,0.042506186838398595,0.0,0.0,17280.00000000001,17280.0,641,0.1794071762870515,0.8888888888888888,False
Xiuzhou_Expressway Service District A,24,full,ON,28,0.041408145651215256,0.04140814565121527,0.0,0.0,17280.000000000004,17280.0,636,0.17452830188679244,0.8833333333333333,False
Xiuzhou_Expressway Service District A,24,full,ON,29,0.04096909930588801,0.040969099305888074,0.0,0.0,17280.000000000025,17280.0,621,0.1723027375201288,0.8625,False
Xiuzhou_Expressway Service District A,24,full,ON,30,0.03532044677858092,0.03532044677858102,0.0,0.0,17280.000000000047,17280.0,610,0.13114754098360656,0.8472222222222222,False
Xiuzhou_Expressway Service District A,24,full,ON,31,0.04109224639087075,0.041092246390870724,0.0,0.0,17279.99999999999,17280.0,613,0.15171288743882544,0.85,False
Xiuzhou_Expressway Service District A,24,full,ON,32,0.04119376779351876,0.041193767793518715,0.0,0.0,17279.99999999998,17280.0,619,0.1567043618739903,0.8597222222222223,False
Xiuzhou_Expressway Service District A,24,full,ON,33,0.04092644408276681,0.04092644408276679,0.0,0.0,17279.999999999993,17280.0,627,0.18022328548644337,0.8694444444444445,False
Xiuzhou_Expressway Service District A,24,full,ON,34,0.04180010780973712,0.0418001078097372,0.0,0.0,17280.000000000033,17280.0,611,0.176759410801964,0.8472222222222222,False
Xiuzhou_Expressway Service District A,24,full,ON,35,0.040410364519964756,0.04041036451996477,0.0,0.0,17280.000000000004,17280.0,604,0.18543046357615894,0.8388888888888889,False
Xiuzhou_Expressway Service District A,24,full,ON,36,0.04081784197798907,0.04081784197798899,0.0,0.0,17279.999999999964,17280.0,595,0.14285714285714285,0.8263888888888888,False
Xiuzhou_Expressway Service District A,24,full,ON,37,0.03955708508342241,0.03955708508342238,0.0,0.0,17279.99999999999,17280.0,590,0.18135593220338983,0.8180555555555555,False
Xiuzhou_Expressway Service District A,24,full,ON,38,0.04036626389224337,0.04036626389224327,0.0,0.0,17279.999999999956,17280.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,24,full,ON,39,0.04146396872719452,0.04146396872719443,0.0,0.0,17279.99999999996,17280.0,620,0.1435483870967742,0.8597222222222223,False
Xiuzhou_Expressway Service District A,24,full,ON,40,0.0378396286809306,0.037839628680930576,0.0,0.0,17279.99999999999,17280.0,599,0.16026711185308848,0.8319444444444445,False
Xiuzhou_Expressway Service District A,24,full,ON,41,0.041481770772241265,0.04148177077224121,0.0,0.0,17279.999999999978,17280.0,600,0.17333333333333334,0.8333333333333334,False
Xiuzhou_Expressway Service District A,24,full,ON,42,0.040554285354915516,0.04055428535491551,0.0,0.0,17279.999999999996,17280.0,642,0.16978193146417445,0.8916666666666667,False
Xiuzhou_Expressway Service District A,24,full,ON,43,0.03918674244914359,0.03918674244914358,0.0,0.0,17279.999999999996,17280.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,24,full,ON,44,0.040129739505645266,0.04012973950564522,0.0,0.0,17279.99999999998,17280.0,619,0.1777059773828756,0.8597222222222223,False
Xiuzhou_Expressway Service District A,24,full,ON,45,0.035895246751266374,0.03589524675126637,0.0,0.0,17279.999999999996,17280.0,563,0.1669626998223801,0.7819444444444444,False
Xiuzhou_Expressway Service District A,24,full,ON,46,0.03856526293867058,0.03856526293867059,0.0,0.0,17280.000000000004,17280.0,615,0.17560975609756097,0.8541666666666666,False
Xiuzhou_Expressway Service District A,24,full,ON,47,0.04321259138614579,0.0432125913861457,0.0,0.0,17279.999999999964,17280.0,618,0.1796116504854369,0.8583333333333333,False
Xiuzhou_Expressway Service District A,24,full,ON,48,0.04581245405518926,0.04581245405518927,0.0,0.0,17280.000000000007,17280.0,606,0.16006600660066006,0.8402777777777778,False
Xiuzhou_Expressway Service District A,24,full,ON,49,0.03915193059056082,0.03915193059056078,0.0,0.0,17279.999999999985,17280.0,645,0.15348837209302327,0.8958333333333334,False
Xiuzhou_Expressway Service District A,26,full,ON,0,0.037966841100320184,0.0379668411003201,0.0,0.0,18719.999999999956,18720.0,624,0.16025641025641027,0.8666666666666667,False
Xiuzhou_Expressway Service District A,26,full,ON,1,0.03872130571781378,0.03872130571781381,0.0,0.0,18720.000000000015,18720.0,638,0.1677115987460815,0.8861111111111111,False
Xiuzhou_Expressway Service District A,26,full,ON,2,0.03683663462685591,0.036836634626855866,0.0,0.0,18719.99999999998,18720.0,594,0.18518518518518517,0.825,False
Xiuzhou_Expressway Service District A,26,full,ON,3,0.038961496972921526,0.0389614969729215,0.0,0.0,18719.99999999999,18720.0,634,0.15772870662460567,0.8805555555555555,False
Xiuzhou_Expressway Service District A,26,full,ON,4,0.04070101010397509,0.040701010103975074,0.0,0.0,18719.999999999996,18720.0,630,0.20476190476190476,0.8736111111111111,False
Xiuzhou_Expressway Service District A,26,full,ON,5,0.03597312018324521,0.03597312018324527,0.0,0.0,18720.000000000036,18720.0,615,0.16097560975609757,0.8541666666666666,False
Xiuzhou_Expressway Service District A,26,full,ON,6,0.03917128576001102,0.03917128576001099,0.0,0.0,18719.999999999985,18720.0,589,0.17147707979626486,0.8166666666666667,False
Xiuzhou_Expressway Service District A,26,full,ON,7,0.04025337516039935,0.04025337516039935,0.0,0.0,18720.0,18720.0,665,0.17142857142857143,0.9236111111111112,False
Xiuzhou_Expressway Service District A,26,full,ON,8,0.03778380864908235,0.03778380864908228,0.0,0.0,18719.999999999964,18720.0,599,0.2003338898163606,0.8319444444444445,False
Xiuzhou_Expressway Service District A,26,full,ON,9,0.032896592181727094,0.03289659218172704,0.0,0.0,18719.999999999967,18720.0,614,0.1742671009771987,0.8513888888888889,False
Xiuzhou_Expressway Service District A,26,full,ON,10,0.036759594251834934,0.03675959425183494,0.0,0.0,18720.000000000004,18720.0,594,0.14814814814814814,0.825,False
Xiuzhou_Expressway Service District A,26,full,ON,11,0.044967252536792054,0.044967252536792006,0.0,0.0,18719.99999999998,18720.0,655,0.1801526717557252,0.9097222222222222,False
Xiuzhou_Expressway Service District A,26,full,ON,12,0.039212689682306776,0.03921268968230686,0.0,0.0,18720.00000000004,18720.0,611,0.19639934533551553,0.8486111111111111,False
Xiuzhou_Expressway Service District A,26,full,ON,13,0.04031799324540774,0.04031799324540778,0.0,0.0,18720.00000000002,18720.0,632,0.1550632911392405,0.8777777777777778,False
Xiuzhou_Expressway Service District A,26,full,ON,14,0.04035000987796758,0.04035000987796759,0.0,0.0,18720.000000000004,18720.0,636,0.16981132075471697,0.8819444444444444,False
Xiuzhou_Expressway Service District A,26,full,ON,15,0.03921626354182355,0.03921626354182354,0.0,0.0,18719.999999999993,18720.0,596,0.17114093959731544,0.8277777777777777,False
Xiuzhou_Expressway Service District A,26,full,ON,16,0.03471166708408366,0.034711667084083644,0.0,0.0,18719.999999999993,18720.0,590,0.15423728813559323,0.8194444444444444,False
Xiuzhou_Expressway Service District A,26,full,ON,17,0.03772329960897251,0.03772329960897256,0.0,0.0,18720.000000000022,18720.0,653,0.17611026033690658,0.9069444444444444,False
Xiuzhou_Expressway Service District A,26,full,ON,18,0.03837952377276141,0.038379523772761354,0.0,0.0,18719.999999999975,18720.0,596,0.18120805369127516,0.8277777777777777,False
Xiuzhou_Expressway Service District A,26,full,ON,19,0.03787152620362367,0.03787152620362357,0.0,0.0,18719.999999999953,18720.0,615,0.17398373983739837,0.8541666666666666,False
Xiuzhou_Expressway Service District A,26,full,ON,20,0.033694095596548866,0.033694095596548845,0.0,0.0,18719.99999999999,18720.0,625,0.1584,0.8680555555555556,False
Xiuzhou_Expressway Service District A,26,full,ON,21,0.04111305102582318,0.04111305102582315,0.0,0.0,18719.999999999985,18720.0,583,0.16981132075471697,0.8097222222222222,False
Xiuzhou_Expressway Service District A,26,full,ON,22,0.04155235108443559,0.041552351084435606,0.0,0.0,18720.000000000007,18720.0,667,0.1469265367316342,0.9263888888888889,False
Xiuzhou_Expressway Service District A,26,full,ON,23,0.03769372730317091,0.03769372730317089,0.0,0.0,18719.99999999999,18720.0,620,0.1774193548387097,0.8611111111111112,False
Xiuzhou_Expressway Service District A,26,full,ON,24,0.03615761448762023,0.036157614487620206,0.0,0.0,18719.99999999999,18720.0,590,0.13898305084745763,0.8180555555555555,False
Xiuzhou_Expressway Service District A,26,full,ON,25,0.03654380973518405,0.03654380973518405,0.0,0.0,18720.0,18720.0,628,0.12898089171974522,0.8722222222222222,False
Xiuzhou_Expressway Service District A,26,full,ON,26,0.04312156399902327,0.04312156399902331,0.0,0.0,18720.000000000015,18720.0,627,0.18819776714513556,0.8708333333333333,False
Xiuzhou_Expressway Service District A,26,full,ON,27,0.03923648015852178,0.03923648015852178,0.0,0.0,18720.0,18720.0,641,0.1794071762870515,0.8888888888888888,False
Xiuzhou_Expressway Service District A,26,full,ON,28,0.038222903678044894,0.038222903678044866,0.0,0.0,18719.999999999985,18720.0,636,0.17452830188679244,0.8833333333333333,False
Xiuzhou_Expressway Service District A,26,full,ON,29,0.03781763012851206,0.03781763012851207,0.0,0.0,18720.000000000004,18720.0,621,0.1723027375201288,0.8625,False
Xiuzhou_Expressway Service District A,26,full,ON,30,0.03260348933407477,0.03260348933407478,0.0,0.0,18720.000000000007,18720.0,610,0.13114754098360656,0.8472222222222222,False
Xiuzhou_Expressway Service District A,26,full,ON,31,0.037931304360803796,0.03793130436080374,0.0,0.0,18719.999999999975,18720.0,613,0.15171288743882544,0.85,False
Xiuzhou_Expressway Service District A,26,full,ON,32,0.03802501642478652,0.038025016424786506,0.0,0.0,18719.999999999993,18720.0,619,0.1567043618739903,0.8597222222222223,False
Xiuzhou_Expressway Service District A,26,full,ON,33,0.03777825607640016,0.03777825607640012,0.0,0.0,18719.999999999978,18720.0,627,0.18022328548644337,0.8694444444444445,False
Xiuzhou_Expressway Service District A,26,full,ON,34,0.03858471490129593,0.03858471490129587,0.0,0.0,18719.999999999975,18720.0,611,0.176759410801964,0.8472222222222222,False
Xiuzhou_Expressway Service District A,26,full,ON,35,0.03730187494150591,0.03730187494150594,0.0,0.0,18720.000000000015,18720.0,604,0.18543046357615894,0.8388888888888889,False
Xiuzhou_Expressway Service District A,26,full,ON,36,0.03767800797968222,0.03767800797968214,0.0,0.0,18719.99999999996,18720.0,595,0.14285714285714285,0.8263888888888888,False
Xiuzhou_Expressway Service District A,26,full,ON,37,0.036514232384697635,0.03651423238469758,0.0,0.0,18719.999999999975,18720.0,590,0.18135593220338983,0.8180555555555555,False
Xiuzhou_Expressway Service District A,26,full,ON,38,0.03726116666976303,0.03726116666976302,0.0,0.0,18719.999999999996,18720.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,26,full,ON,39,0.03827443267125636,0.038274432671256395,0.0,0.0,18720.000000000015,18720.0,620,0.1435483870967742,0.8597222222222223,False
Xiuzhou_Expressway Service District A,26,full,ON,40,0.03492888801316665,0.03492888801316668,0.0,0.0,18720.00000000002,18720.0,599,0.16026711185308848,0.8319444444444445,False
Xiuzhou_Expressway Service District A,26,full,ON,41,0.03829086532822269,0.03829086532822265,0.0,0.0,18719.99999999998,18720.0,600,0.17333333333333334,0.8333333333333334,False
Xiuzhou_Expressway Service District A,26,full,ON,42,0.03743472494299892,0.03743472494299893,0.0,0.0,18720.000000000007,18720.0,642,0.16978193146417445,0.8916666666666667,False
Xiuzhou_Expressway Service District A,26,full,ON,43,0.036172377645363345,0.0361723776453633,0.0,0.0,18719.99999999998,18720.0,606,0.19636963696369636,0.8416666666666667,False
Xiuzhou_Expressway Service District A,26,full,ON,44,0.03704283646674946,0.03704283646674943,0.0,0.0,18719.999999999985,18720.0,619,0.1777059773828756,0.8597222222222223,False
Xiuzhou_Expressway Service District A,26,full,ON,45,0.03313407392424588,0.033134073924245874,0.0,0.0,18719.999999999996,18720.0,563,0.1669626998223801,0.7819444444444444,False
Xiuzhou_Expressway Service District A,26,full,ON,46,0.03559870425108052,0.03559870425108055,0.0,0.0,18720.00000000001,18720.0,615,0.17560975609756097,0.8541666666666666,False
Xiuzhou_Expressway Service District A,26,full,ON,47,0.03988854589490378,0.039888545894903725,0.0,0.0,18719.999999999975,18720.0,618,0.1796116504854369,0.8583333333333333,False
Xiuzhou_Expressway Service District A,26,full,ON,48,0.04228841912786707,0.042288419127867016,0.0,0.0,18719.999999999978,18720.0,606,0.16006600660066006,0.8402777777777778,False
