station,n_chargers,activation_mode,faults,replication,mean_utilization,mean_utilization_static,mean_wait,p_wait_gt_15min,active_charger_hours,scheduled_charger_hours,n_sessions,fault_fraction,throughput_per_hour,drain_cap_hit
Xiuzhou_Expressway Service District A,4,full,ON,23,0.24500922747061074,0.24500922747061074,1.1449519877359777,0.03387096774193549,2880.0,2880.0,620,0.1774193548387097,0.8611111111111112,False
Xiuzhou_Expressway Service District A,4,full,ON,24,0.23502449416953133,0.23502449416953133,1.4138657815629028,0.03559322033898305,2880.0,2880.0,590,0.13898305084745763,0.8180555555555555,False
Xiuzhou_Expressway Service District A,4,full,ON,25,0.2375347632786963,0.2375347632786963,1.72187975539841,0.04617834394904458,2880.0,2880.0,628,0.12898089171974522,0.8722222222222222,False
Xiuzhou_Expressway Service District A,4,full,ON,26,0.2802901659936515,0.2802901659936515,3.0805934750419475,0.05263157894736842,2880.0,2880.0,627,0.18819776714513556,0.8708333333333333,False
Xiuzhou_Expressway Service District A,4,full,ON,27,0.25503712103039156,0.25503712103039156,1.6089807711443977,0.0374414976599064,2880.0,2880.0,641,0.1794071762870515,0.8888888888888888,False
Xiuzhou_Expressway Service District A,4,full,ON,28,0.24844887390729162,0.24844887390729162,0.9590453512833681,0.0220125786163522,2880.0,2880.0,636,0.17452830188679244,0.8833333333333333,False
Xiuzhou_Expressway Service District A,4,full,ON,29,0.24581459583532844,0.24581459583532844,5.579509342725072,0.061191626409017714,2880.0,2880.0,621,0.1723027375201288,0.8625,False
Xiuzhou_Expressway Service District A,4,full,ON,30,0.2119226806714861,0.2119226806714861,1.1038941857703948,0.02459016393442623,2880.0,2880.0,610,0.13114754098360656,0.8472222222222222,False
Xiuzhou_Expressway Service District A,4,full,ON,31,0.24655347834522431,0.24655347834522431,1.0651414180538565,0.03099510603588907,2880.0,2880.0,613,0.15171288743882544,0.85,False
Xiuzhou_Expressway Service District A,4,full,ON,32,0.2471626067611123,0.2471626067611123,0.5402638483671738,0.01615508885298869,2880.0,2880.0,619,0.1567043618739903,0.8597222222222223,False
Xiuzhou_Expressway Service District A,4,full,ON,33,0.24555866449660074,0.24555866449660074,1.2551420629444006,0.028708133971291867,2880.0,2880.0,627,0.18022328548644337,0.8694444444444445,False
