station,hour,lambda_mean,lambda_std,lambda_ci_low,lambda_ci_high,n_days
Tongxiang_Park A,23,0.8387978142076503,1.3350879516653373,0.7478483606557378,0.9228483606557377,732
Tongxiang_Park B,0,2.058743169398907,1.7708979087367103,1.9453551912568305,2.196789617486339,732
Tongxiang_Park B,1,1.355191256830601,1.6018330271342636,1.2301571038251367,1.476912568306011,732
Tongxiang_Park B,2,0.9480874316939891,1.2531914511113915,0.8597336065573771,1.0253073770491803,732
Tongxiang_Park B,3,1.0095628415300546,1.3081524131872475,0.9255122950819672,1.1133879781420766,732
Tongxiang_Park B,4,0.9057377049180327,1.1450816144482423,0.8210382513661202,1.0028688524590164,732
Tongxiang_Park B,5,0.6584699453551912,1.0307299462408661,0.592896174863388,0.738422131147541,732
Tongxiang_Park B,6,1.092896174863388,1.418889114856741,0.9931693989071039,1.1947062841530054,732
Tongxiang_Park B,7,1.2868852459016393,1.5489081359545078,1.1842213114754099,1.403210382513661,732
Tongxiang_Park B,8,1.883879781420765,1.8971970762494963,1.7443989071038253,2.0096311475409836,732
Tongxiang_Park B,9,3.547814207650273,2.6530643312469717,3.359153005464481,3.739071038251366,732
Tongxiang_Park B,10,4.027322404371585,2.7966790820015968,3.8353483606557375,4.225478142076502,732
Tongxiang_Park B,11,3.9562841530054644,2.6897487646794507,3.7574112021857924,4.139412568306011,732
Tongxiang_Park B,12,4.631147540983607,2.773829681629513,4.445286885245902,4.834255464480874,732
Tongxiang_Park B,13,5.073770491803279,2.8830407438740893,4.856728142076503,5.27271174863388,732
Tongxiang_Park B,14,5.382513661202186,3.03488521743193,5.180122950819672,5.588217213114754,732
Tongxiang_Park B,15,5.299180327868853,3.1040945352856193,5.092042349726776,5.5389685792349725,732
Tongxiang_Park B,16,4.163934426229508,2.9095643660300357,3.938968579234973,4.352459016393443,732
Tongxiang_Park B,17,2.829234972677596,2.2509017410492813,2.667178961748634,2.9748292349726775,732
Tongxiang_Park B,18,4.226775956284153,2.9385766656285806,4.028620218579235,4.444979508196721,732
Tongxiang_Park B,19,5.165300546448087,3.1237580041089923,4.939890710382514,5.40099043715847,732
Tongxiang_Park B,20,4.401639344262295,2.797770764141063,4.215061475409836,4.591017759562842,732
Tongxiang_Park B,21,4.916666666666667,2.951481036713182,4.693271857923497,5.113456284153005,732
Tongxiang_Park B,22,5.28551912568306,3.0628006154101555,5.039549180327869,5.471311475409836,732
Tongxiang_Park B,23,4.163934426229508,2.735570993010582,3.9862704918032787,4.362021857923497,732
Tongxiang_Shopping Mall,0,1.7008196721311475,1.859452690094228,1.5771516393442624,1.8362021857923496,732
Tongxiang_Shopping Mall,1,1.180327868852459,1.6020663475091923,1.0655054644808744,1.2992486338797813,732
Tongxiang_Shopping Mall,2,0.8469945355191257,1.1989869116037861,0.7540983606557377,0.9439890710382514,732
Tongxiang_Shopping Mall,3,0.9016393442622951,1.2828011163944413,0.8106215846994536,1.0076161202185792,732
Tongxiang_Shopping Mall,4,0.7472677595628415,1.0278239504961821,0.6782445355191257,0.820389344262295,732
Tongxiang_Shopping Mall,5,0.605191256830601,1.0532343990531725,0.5238729508196721,0.6728483606557377,732
Tongxiang_Shopping Mall,6,0.7390710382513661,1.1737918772694136,0.6550204918032787,0.8155737704918032,732
Tongxiang_Shopping Mall,7,0.8306010928961749,1.1102029833255045,0.7595628415300546,0.9193989071038251,732
Tongxiang_Shopping Mall,8,1.5423497267759563,1.639828808284182,1.4405396174863387,1.6468920765027322,732
Tongxiang_Shopping Mall,9,3.3224043715846996,2.6778497019829945,3.109801912568306,3.5242144808743165,732
Tongxiang_Shopping Mall,10,3.662568306010929,3.017426443416498,3.4438524590163935,3.8812841530054643,732
Tongxiang_Shopping Mall,11,4.193989071038251,3.1933698310921286,3.947950819672131,4.424214480874317,732
Tongxiang_Shopping Mall,12,4.781420765027322,3.3494649760408266,4.553790983606557,5.029542349726776,732
Tongxiang_Shopping Mall,13,5.434426229508197,3.932023712727405,5.166393442622951,5.710860655737704,732
Tongxiang_Shopping Mall,14,6.091530054644808,4.001516040735871,5.813934426229508,6.39535519125683,732
Tongxiang_Shopping Mall,15,5.830601092896175,3.6017541203597196,5.5545081967213115,6.078654371584699,732
Tongxiang_Shopping Mall,16,4.953551912568306,3.2392980199642145,4.7222677595628415,5.206284153005464,732
Tongxiang_Shopping Mall,17,3.5136612021857925,2.776406210788061,3.2983948087431694,3.694330601092896,732
Tongxiang_Shopping Mall,18,4.60655737704918,3.3149102540791966,4.371379781420765,4.823770491803279,732
Tongxiang_Shopping Mall,19,5.364754098360656,3.7467013591799097,5.087363387978142,5.675102459016393,732
Tongxiang_Shopping Mall,20,4.024590163934426,3.0083234685988383,3.796687158469945,4.285348360655737,732
Tongxiang_Shopping Mall,21,4.512295081967213,3.1254853181038986,4.306591530054645,4.73719262295082,732
Tongxiang_Shopping Mall,22,4.536885245901639,3.1605476889399764,4.309392076502732,4.754303278688524,732
Tongxiang_Shopping Mall,23,3.4057377049180326,2.525518435390184,3.208094262295082,3.608128415300546,732
Xiuzhou_Expressway Service District A,0,0.4248633879781421,1.5555678586871649,0.33111338797814205,0.5327868852459017,732
Xiuzhou_Expressway Service District A,1,0.3743169398907104,1.339414678332831,0.2909153005464481,0.5034494535519125,732
Xiuzhou_Expressway Service District A,2,0.24453551912568305,0.8793326518180451,0.18644125683060112,0.31420765027322406,732
Xiuzhou_Expressway Service District A,3,0.16666666666666666,0.562954229631755,0.1284153005464481,0.20836748633879779,732
Xiuzhou_Expressway Service District A,4,0.1448087431693989,0.7421732730307351,0.09836065573770492,0.20290300546448084,732
Xiuzhou_Expressway Service District A,5,0.12704918032786885,0.5298018965250793,0.0942622950819672,0.16530054644808742,732
Xiuzhou_Expressway Service District A,6,0.1721311475409836,0.5539455239601703,0.13387978142076504,0.21181693989071032,732
Xiuzhou_Expressway Service District A,7,0.25,0.7680789545598529,0.1946379781420765,0.3087431693989071,732
Xiuzhou_Expressway Service District A,8,0.38114754098360654,0.9405442991954578,0.3119877049180328,0.4474385245901639,732
Xiuzhou_Expressway Service District A,9,0.6502732240437158,1.1486445621563097,0.5764344262295082,0.7349726775956285,732
Xiuzhou_Expressway Service District A,10,0.8087431693989071,1.2516604805503808,0.7082991803278689,0.8961748633879781,732
Xiuzhou_Expressway Service District A,11,1.2049180327868851,1.6388170532129143,1.0853483606557377,1.3210382513661203,732
Xiuzhou_Expressway Service District A,12,1.453551912568306,2.056460496659049,1.3046448087431695,1.599146174863388,732
Xiuzhou_Expressway Service District A,13,1.5423497267759563,2.0472153047647073,1.387704918032787,1.688012295081967,732
Xiuzhou_Expressway Service District A,14,1.6010928961748634,2.1507861718183823,1.4595286885245902,1.7425204918032786,732
Xiuzhou_Expressway Service District A,15,1.6475409836065573,2.3418705835411555,1.481454918032787,1.8278688524590163,732
Xiuzhou_Expressway Service District A,16,1.7185792349726776,2.382685870926653,1.53323087431694,1.8955942622950819,732
Xiuzhou_Expressway Service District A,17,1.6598360655737705,2.179464906381908,1.5183401639344263,1.81974043715847,732
Xiuzhou_Expressway Service District A,18,1.4549180327868851,2.1005869465337472,1.325785519125683,1.6209357923497267,732
Xiuzhou_Expressway Service District A,19,1.244535519125683,1.835665857667873,1.122233606557377,1.373736338797814,732
Xiuzhou_Expressway Service District A,20,1.1174863387978142,1.7489086590674574,0.993818306010929,1.25,732
Xiuzhou_Expressway Service District A,21,0.9084699453551912,1.4603128641500716,0.8099043715846995,1.013012295081967,732
Xiuzhou_Expressway Service District A,22,0.6939890710382514,1.285217197500265,0.6119535519125683,0.7803278688524588,732
Xiuzhou_Expressway Service District A,23,0.6024590163934426,1.7766210777367248,0.4918032786885246,0.7480532786885246,732
Xiuzhou_Expressway Service District B,0,0.30601092896174864,0.7051244439193284,0.26366120218579236,0.3551912568306011,732
Xiuzhou_Expressway Service District B,1,0.22950819672131148,0.6048624482707375,0.1953551912568306,0.2732923497267759,732
Xiuzhou_Expressway Service District B,2,0.16393442622950818,0.5261010457428129,0.12561475409836065,0.19880464480874313,732
Xiuzhou_Expressway Service District B,3,0.13524590163934427,0.4672746839752161,0.09972677595628415,0.16666666666666666,732
Xiuzhou_Expressway Service District B,4,0.10792349726775956,0.4224772939540863,0.08333333333333333,0.13596311475409834,732
Xiuzhou_Expressway Service District B,5,0.17076502732240437,0.6508485165516911,0.12978142076502733,0.21721311475409835,732
Xiuzhou_Expressway Service District B,6,0.16939890710382513,0.5572486342574927,0.13244535519125683,0.2124658469945355,732
Xiuzhou_Expressway Service District B,7,0.2814207650273224,0.6298842774792496,0.2390710382513661,0.3251366120218579,732
Xiuzhou_Expressway Service District B,8,0.4849726775956284,1.0927160274407648,0.41048497267759565,0.5669398907103825,732
Xiuzhou_Expressway Service District B,9,0.6639344262295082,1.285150307045705,0.5702527322404372,0.7568306010928961,732
Xiuzhou_Expressway Service District B,10,0.8743169398907104,1.4572978566684782,0.7773224043715847,0.9761953551912568,732
Xiuzhou_Expressway Service District B,11,1.1653005464480874,1.501025018625169,1.0484631147540984,1.2719262295081968,732
Xiuzhou_Expressway Service District B,12,1.3442622950819672,1.8711013829505712,1.2172131147540983,1.4897882513661203,732
Xiuzhou_Expressway Service District B,13,1.2868852459016393,1.7675266938160992,1.1700478142076502,1.4153005464480874,732
Xiuzhou_Expressway Service District B,14,1.2950819672131149,1.7723604852226351,1.1754439890710382,1.43650956284153,732
Xiuzhou_Expressway Service District B,15,1.3565573770491803,1.7914291021119204,1.2164959016393442,1.4865437158469943,732
Xiuzhou_Expressway Service District B,16,1.2745901639344261,1.6465390378235356,1.1522199453551913,1.3852459016393444,732
Xiuzhou_Expressway Service District B,17,1.1639344262295082,1.6350838316725755,1.0498292349726777,1.2808401639344262,732
Xiuzhou_Expressway Service District B,18,1.034153005464481,1.5552506604326457,0.9247267759562842,1.1558060109289616,732
Xiuzhou_Expressway Service District B,19,0.8961748633879781,1.418130254754254,0.796379781420765,0.9952527322404372,732
Xiuzhou_Expressway Service District B,20,0.7759562841530054,1.231848693895747,0.6809767759562841,0.8737363387978141,732
Xiuzhou_Expressway Service District B,21,0.73224043715847,1.2905629932365603,0.6413592896174863,0.8319672131147541,732
Xiuzhou_Expressway Service District B,22,0.546448087431694,0.9865170149727832,0.4698770491803279,0.6223702185792349,732
Xiuzhou_Expressway Service District B,23,0.4822404371584699,1.020158731837218,0.406318306010929,0.5528346994535517,732
Xiuzhou_Expressway Service District C,0,1.6762295081967213,2.289650297805675,1.5217896174863388,1.8423838797814205,732
Xiuzhou_Expressway Service District C,1,0.9699453551912568,1.514787483035454,0.8701502732240437,1.0677254098360656,732
Xiuzhou_Expressway Service District C,2,0.7827868852459017,1.5053316620586654,0.6673155737704918,0.8798497267759563,732
Xiuzhou_Expressway Service District C,3,0.46174863387978143,1.0486972973856463,0.3825136612021858,0.5273224043715847,732
Xiuzhou_Expressway Service District C,4,0.45901639344262296,1.0589792544192709,0.37633196721311474,0.5404713114754097,732
Xiuzhou_Expressway Service District C,5,0.4644808743169399,0.9687853979992297,0.3907103825136612,0.5424180327868853,732
Xiuzhou_Expressway Service District C,6,0.6543715846994536,1.183306140119052,0.5744193989071038,0.7288592896174864,732
Xiuzhou_Expressway Service District C,7,1.2459016393442623,1.8126088645708156,1.110587431693989,1.3873975409836066,732
Xiuzhou_Expressway Service District C,8,1.830601092896175,2.3535038161746122,1.6591188524590164,2.0242144808743165,732
Xiuzhou_Expressway Service District C,9,2.609289617486339,2.7345528925266955,2.406967213114754,2.7844262295081967,732
Xiuzhou_Expressway Service District C,10,3.4644808743169397,3.5725960516405038,3.214139344262295,3.7240437158469946,732
Xiuzhou_Expressway Service District C,11,4.781420765027322,4.255362324430329,4.499077868852459,5.066495901639344,732
Xiuzhou_Expressway Service District C,12,5.237704918032787,4.144556092537437,4.930327868852459,5.5527663934426235,732
Xiuzhou_Expressway Service District C,13,4.799180327868853,4.33884239893387,4.497916666666667,5.091154371584699,732
Xiuzhou_Expressway Service District C,14,4.6789617486338795,4.077155336430748,4.365983606557377,4.940676229508196,732
Xiuzhou_Expressway Service District C,15,4.942622950819672,4.21734905550843,4.6685450819672125,5.2530737704918025,732
Xiuzhou_Expressway Service District C,16,4.978142076502732,4.044156121143277,4.6857240437158465,5.2329576502732245,732
Xiuzhou_Expressway Service District C,17,4.786885245901639,3.9339196484888923,4.511577868852459,5.067657103825137,732
Xiuzhou_Expressway Service District C,18,4.172131147540983,3.6905453712641925,3.89474043715847,4.470799180327869,732
Xiuzhou_Expressway Service District C,19,3.7431693989071038,3.5386696795863437,3.4987363387978143,4.011202185792349,732
Xiuzhou_Expressway Service District C,20,3.6188524590163933,3.329316743858694,3.4015027322404374,3.8647540983606556,732
Xiuzhou_Expressway Service District C,21,3.2636612021857925,3.0732314518665276,3.04702868852459,3.4850409836065572,732
