station,quarter,hour,lambda_mean,n_days
Nanhu_Tourist Attraction,2019Q4,8,0.0,1
Nanhu_Tourist Attraction,2019Q4,9,0.0,1
Nanhu_Tourist Attraction,2019Q4,10,0.0,1
Nanhu_Tourist Attraction,2019Q4,11,0.0,1
Nanhu_Tourist Attraction,2019Q4,12,0.0,1
Nanhu_Tourist Attraction,2019Q4,13,0.0,1
Nanhu_Tourist Attraction,2019Q4,14,0.0,1
Nanhu_Tourist Attraction,2019Q4,15,0.0,1
Nanhu_Tourist Attraction,2019Q4,16,0.0,1
Nanhu_Tourist Attraction,2019Q4,17,0.0,1
Nanhu_Tourist Attraction,2019Q4,18,0.0,1
Nanhu_Tourist Attraction,2019Q4,19,0.0,1
Nanhu_Tourist Attraction,2019Q4,20,0.0,1
Nanhu_Tourist Attraction,2019Q4,21,0.0,1
Nanhu_Tourist Attraction,2019Q4,22,0.0,1
Nanhu_Tourist Attraction,2019Q4,23,0.0,1
Nanhu_Tourist Attraction,2020Q1,0,0.21978021978021978,91
Nanhu_Tourist Attraction,2020Q1,1,0.2087912087912088,91
Nanhu_Tourist Attraction,2020Q1,2,0.03296703296703297,91
Nanhu_Tourist Attraction,2020Q1,3,0.054945054945054944,91
Nanhu_Tourist Attraction,2020Q1,4,0.16483516483516483,91
Nanhu_Tourist Attraction,2020Q1,5,0.0989010989010989,91
Nanhu_Tourist Attraction,2020Q1,6,0.0989010989010989,91
Nanhu_Tourist Attraction,2020Q1,7,0.03296703296703297,91
Nanhu_Tourist Attraction,2020Q1,8,0.1978021978021978,91
Nanhu_Tourist Attraction,2020Q1,9,0.45054945054945056,91
Nanhu_Tourist Attraction,2020Q1,10,0.4175824175824176,91
Nanhu_Tourist Attraction,2020Q1,11,0.5604395604395604,91
Nanhu_Tourist Attraction,2020Q1,12,0.7802197802197802,91
Nanhu_Tourist Attraction,2020Q1,13,1.021978021978022,91
Nanhu_Tourist Attraction,2020Q1,14,1.0,91
Nanhu_Tourist Attraction,2020Q1,15,0.7472527472527473,91
Nanhu_Tourist Attraction,2020Q1,16,0.7252747252747253,91
Nanhu_Tourist Attraction,2020Q1,17,0.5714285714285714,91
Nanhu_Tourist Attraction,2020Q1,18,0.5934065934065934,91
Nanhu_Tourist Attraction,2020Q1,19,0.5934065934065934,91
Nanhu_Tourist Attraction,2020Q1,20,0.7692307692307693,91
Nanhu_Tourist Attraction,2020Q1,21,0.16483516483516483,91
Nanhu_Tourist Attraction,2020Q1,22,0.3516483516483517,91
Nanhu_Tourist Attraction,2020Q1,23,0.26373626373626374,91
Nanhu_Tourist Attraction,2020Q2,0,0.4175824175824176,91
Nanhu_Tourist Attraction,2020Q2,1,0.2087912087912088,91
Nanhu_Tourist Attraction,2020Q2,2,0.10989010989010989,91
Nanhu_Tourist Attraction,2020Q2,3,0.15384615384615385,91
Nanhu_Tourist Attraction,2020Q2,4,0.06593406593406594,91
Nanhu_Tourist Attraction,2020Q2,5,0.12087912087912088,91
Nanhu_Tourist Attraction,2020Q2,6,0.23076923076923078,91
Nanhu_Tourist Attraction,2020Q2,7,0.27472527472527475,91
Nanhu_Tourist Attraction,2020Q2,8,0.3516483516483517,91
Nanhu_Tourist Attraction,2020Q2,9,0.9120879120879121,91
Nanhu_Tourist Attraction,2020Q2,10,1.0769230769230769,91
Nanhu_Tourist Attraction,2020Q2,11,1.978021978021978,91
Nanhu_Tourist Attraction,2020Q2,12,2.5164835164835164,91
Nanhu_Tourist Attraction,2020Q2,13,1.4725274725274726,91
Nanhu_Tourist Attraction,2020Q2,14,1.7142857142857142,91
Nanhu_Tourist Attraction,2020Q2,15,1.4945054945054945,91
Nanhu_Tourist Attraction,2020Q2,16,1.065934065934066,91
Nanhu_Tourist Attraction,2020Q2,17,0.9120879120879121,91
Nanhu_Tourist Attraction,2020Q2,18,1.1538461538461537,91
Nanhu_Tourist Attraction,2020Q2,19,1.4835164835164836,91
Nanhu_Tourist Attraction,2020Q2,20,1.2637362637362637,91
Nanhu_Tourist Attraction,2020Q2,21,0.9230769230769231,91
Nanhu_Tourist Attraction,2020Q2,22,1.8131868131868132,91
Nanhu_Tourist Attraction,2020Q2,23,1.1868131868131868,91
Nanhu_Tourist Attraction,2020Q3,0,1.6521739130434783,92
Nanhu_Tourist Attraction,2020Q3,1,0.5978260869565217,92
Nanhu_Tourist Attraction,2020Q3,2,0.2717391304347826,92
Nanhu_Tourist Attraction,2020Q3,3,0.32608695652173914,92
Nanhu_Tourist Attraction,2020Q3,4,0.32608695652173914,92
Nanhu_Tourist Attraction,2020Q3,5,0.18478260869565216,92
Nanhu_Tourist Attraction,2020Q3,6,0.4782608695652174,92
Nanhu_Tourist Attraction,2020Q3,7,0.44565217391304346,92
Nanhu_Tourist Attraction,2020Q3,8,0.3695652173913043,92
Nanhu_Tourist Attraction,2020Q3,9,1.2391304347826086,92
Nanhu_Tourist Attraction,2020Q3,10,1.684782608695652,92
Nanhu_Tourist Attraction,2020Q3,11,3.4565217391304346,92
Nanhu_Tourist Attraction,2020Q3,12,4.195652173913044,92
Nanhu_Tourist Attraction,2020Q3,13,2.630434782608696,92
Nanhu_Tourist Attraction,2020Q3,14,2.510869565217391,92
Nanhu_Tourist Attraction,2020Q3,15,3.097826086956522,92
Nanhu_Tourist Attraction,2020Q3,16,1.9565217391304348,92
Nanhu_Tourist Attraction,2020Q3,17,1.2282608695652173,92
Nanhu_Tourist Attraction,2020Q3,18,1.4130434782608696,92
Nanhu_Tourist Attraction,2020Q3,19,1.5978260869565217,92
Nanhu_Tourist Attraction,2020Q3,20,1.2717391304347827,92
Nanhu_Tourist Attraction,2020Q3,21,1.5326086956521738,92
Nanhu_Tourist Attraction,2020Q3,22,3.141304347826087,92
Nanhu_Tourist Attraction,2020Q3,23,2.880434782608696,92
Nanhu_Tourist Attraction,2020Q4,0,1.141304347826087,92
Nanhu_Tourist Attraction,2020Q4,1,0.7608695652173914,92
Nanhu_Tourist Attraction,2020Q4,2,0.33695652173913043,92
Nanhu_Tourist Attraction,2020Q4,3,0.15217391304347827,92
Nanhu_Tourist Attraction,2020Q4,4,0.13043478260869565,92
Nanhu_Tourist Attraction,2020Q4,5,0.11956521739130435,92
Nanhu_Tourist Attraction,2020Q4,6,0.21739130434782608,92
Nanhu_Tourist Attraction,2020Q4,7,0.25,92
Nanhu_Tourist Attraction,2020Q4,8,0.5434782608695652,92
Nanhu_Tourist Attraction,2020Q4,9,1.108695652173913,92
Nanhu_Tourist Attraction,2020Q4,10,1.0434782608695652,92
Nanhu_Tourist Attraction,2020Q4,11,1.826086956521739,92
Nanhu_Tourist Attraction,2020Q4,12,2.3152173913043477,92
Nanhu_Tourist Attraction,2020Q4,13,1.8804347826086956,92
Nanhu_Tourist Attraction,2020Q4,14,1.9673913043478262,92
Nanhu_Tourist Attraction,2020Q4,15,1.565217391304348,92
Nanhu_Tourist Attraction,2020Q4,16,1.141304347826087,92
Nanhu_Tourist Attraction,2020Q4,17,0.8695652173913043,92
Nanhu_Tourist Attraction,2020Q4,18,1.2934782608695652,92
Nanhu_Tourist Attraction,2020Q4,19,1.3695652173913044,92
Nanhu_Tourist Attraction,2020Q4,20,1.3043478260869565,92
Nanhu_Tourist Attraction,2020Q4,21,1.1956521739130435,92
Nanhu_Tourist Attraction,2020Q4,22,1.4456521739130435,92
Nanhu_Tourist Attraction,2020Q4,23,1.3369565217391304,92
Nanhu_Tourist Attraction,2021Q1,0,0.4444444444444444,90
Nanhu_Tourist Attraction,2021Q1,1,0.13333333333333333,90
Nanhu_Tourist Attraction,2021Q1,2,0.08888888888888889,90
Nanhu_Tourist Attraction,2021Q1,3,0.044444444444444446,90
Nanhu_Tourist Attraction,2021Q1,4,0.03333333333333333,90
Nanhu_Tourist Attraction,2021Q1,5,0.022222222222222223,90
Nanhu_Tourist Attraction,2021Q1,6,0.06666666666666667,90
Nanhu_Tourist Attraction,2021Q1,7,0.24444444444444444,90
Nanhu_Tourist Attraction,2021Q1,8,0.2777777777777778,90
Nanhu_Tourist Attraction,2021Q1,9,0.5888888888888889,90
Nanhu_Tourist Attraction,2021Q1,10,0.9,90
Nanhu_Tourist Attraction,2021Q1,11,1.0333333333333334,90
Nanhu_Tourist Attraction,2021Q1,12,1.2,90
Nanhu_Tourist Attraction,2021Q1,13,1.0777777777777777,90
Nanhu_Tourist Attraction,2021Q1,14,1.4111111111111112,90
Nanhu_Tourist Attraction,2021Q1,15,1.288888888888889,90
Nanhu_Tourist Attraction,2021Q1,16,0.6222222222222222,90
Nanhu_Tourist Attraction,2021Q1,17,0.9,90
Nanhu_Tourist Attraction,2021Q1,18,0.8,90
Nanhu_Tourist Attraction,2021Q1,19,1.1333333333333333,90
Nanhu_Tourist Attraction,2021Q1,20,0.8222222222222222,90
Nanhu_Tourist Attraction,2021Q1,21,0.5888888888888889,90
Nanhu_Tourist Attraction,2021Q1,22,0.8444444444444444,90
Nanhu_Tourist Attraction,2021Q1,23,0.7,90
Nanhu_Tourist Attraction,2021Q2,0,0.6703296703296703,91
Nanhu_Tourist Attraction,2021Q2,1,0.12087912087912088,91
Nanhu_Tourist Attraction,2021Q2,2,0.03296703296703297,91
Nanhu_Tourist Attraction,2021Q2,3,0.07692307692307693,91
Nanhu_Tourist Attraction,2021Q2,4,0.02197802197802198,91
Nanhu_Tourist Attraction,2021Q2,5,0.04395604395604396,91
Nanhu_Tourist Attraction,2021Q2,6,0.10989010989010989,91
Nanhu_Tourist Attraction,2021Q2,7,0.17582417582417584,91
Nanhu_Tourist Attraction,2021Q2,8,0.3516483516483517,91
Nanhu_Tourist Attraction,2021Q2,9,0.9340659340659341,91
Nanhu_Tourist Attraction,2021Q2,10,0.978021978021978,91
Nanhu_Tourist Attraction,2021Q2,11,1.0879120879120878,91
Nanhu_Tourist Attraction,2021Q2,12,1.835164835164835,91
Nanhu_Tourist Attraction,2021Q2,13,1.5494505494505495,91
Nanhu_Tourist Attraction,2021Q2,14,1.4725274725274726,91
Nanhu_Tourist Attraction,2021Q2,15,1.5274725274725274,91
Nanhu_Tourist Attraction,2021Q2,16,1.3406593406593406,91
Nanhu_Tourist Attraction,2021Q2,17,0.9340659340659341,91
Nanhu_Tourist Attraction,2021Q2,18,1.4505494505494505,91
Nanhu_Tourist Attraction,2021Q2,19,1.065934065934066,91
Nanhu_Tourist Attraction,2021Q2,20,0.8021978021978022,91
Nanhu_Tourist Attraction,2021Q2,21,0.7472527472527473,91
Nanhu_Tourist Attraction,2021Q2,22,0.7802197802197802,91
Nanhu_Tourist Attraction,2021Q2,23,1.021978021978022,91
Nanhu_Tourist Attraction,2021Q3,0,2.0,92
Nanhu_Tourist Attraction,2021Q3,1,1.576086956521739,92
Nanhu_Tourist Attraction,2021Q3,2,1.315217391304348,92
Nanhu_Tourist Attraction,2021Q3,3,0.782608695652174,92
Nanhu_Tourist Attraction,2021Q3,4,0.6195652173913043,92
Nanhu_Tourist Attraction,2021Q3,5,1.1521739130434783,92
Nanhu_Tourist Attraction,2021Q3,6,1.891304347826087,92
Nanhu_Tourist Attraction,2021Q3,7,0.9891304347826086,92
Nanhu_Tourist Attraction,2021Q3,8,0.6956521739130435,92
Nanhu_Tourist Attraction,2021Q3,9,1.0217391304347827,92
Nanhu_Tourist Attraction,2021Q3,10,1.608695652173913,92
Nanhu_Tourist Attraction,2021Q3,11,4.119565217391305,92
Nanhu_Tourist Attraction,2021Q3,12,3.652173913043478,92
Nanhu_Tourist Attraction,2021Q3,13,2.347826086956522,92
Nanhu_Tourist Attraction,2021Q3,14,2.8260869565217392,92
Nanhu_Tourist Attraction,2021Q3,15,2.619565217391304,92
Nanhu_Tourist Attraction,2021Q3,16,2.0217391304347827,92
Nanhu_Tourist Attraction,2021Q3,17,1.673913043478261,92
Nanhu_Tourist Attraction,2021Q3,18,1.923913043478261,92
Nanhu_Tourist Attraction,2021Q3,19,2.380434782608696,92
Nanhu_Tourist Attraction,2021Q3,20,1.326086956521739,92
Nanhu_Tourist Attraction,2021Q3,21,1.5434782608695652,92
Nanhu_Tourist Attraction,2021Q3,22,4.25,92
Nanhu_Tourist Attraction,2021Q3,23,3.010869565217391,92
Nanhu_Tourist Attraction,2021Q4,0,5.1521739130434785,92
Nanhu_Tourist Attraction,2021Q4,1,4.956521739130435,92
Nanhu_Tourist Attraction,2021Q4,2,3.8043478260869565,92
Nanhu_Tourist Attraction,2021Q4,3,2.880434782608696,92
Nanhu_Tourist Attraction,2021Q4,4,2.4239130434782608,92
Nanhu_Tourist Attraction,2021Q4,5,2.967391304347826,92
Nanhu_Tourist Attraction,2021Q4,6,4.782608695652174,92
Nanhu_Tourist Attraction,2021Q4,7,2.9347826086956523,92
Nanhu_Tourist Attraction,2021Q4,8,1.184782608695652,92
Nanhu_Tourist Attraction,2021Q4,9,1.0869565217391304,92
Nanhu_Tourist Attraction,2021Q4,10,1.75,92
Nanhu_Tourist Attraction,2021Q4,11,8.184782608695652,92
Nanhu_Tourist Attraction,2021Q4,12,5.641304347826087,92
Nanhu_Tourist Attraction,2021Q4,13,1.9565217391304348,92
Nanhu_Tourist Attraction,2021Q4,14,2.0543478260869565,92
Nanhu_Tourist Attraction,2021Q4,15,1.9130434782608696,92
Nanhu_Tourist Attraction,2021Q4,16,1.358695652173913,92
Nanhu_Tourist Attraction,2021Q4,17,1.4565217391304348,92
Nanhu_Tourist Attraction,2021Q4,18,2.032608695652174,92
Nanhu_Tourist Attraction,2021Q4,19,1.934782608695652,92
Nanhu_Tourist Attraction,2021Q4,20,1.6521739130434783,92
Nanhu_Tourist Attraction,2021Q4,21,3.108695652173913,92
Nanhu_Tourist Attraction,2021Q4,22,8.16304347826087,92
Nanhu_Tourist Attraction,2021Q4,23,6.108695652173913,92
Tongxiang_Bus Station,2019Q4,0,0.0,1
Tongxiang_Bus Station,2019Q4,1,0.0,1
Tongxiang_Bus Station,2019Q4,2,0.0,1
Tongxiang_Bus Station,2019Q4,3,0.0,1
Tongxiang_Bus Station,2019Q4,4,0.0,1
Tongxiang_Bus Station,2019Q4,5,0.0,1
Tongxiang_Bus Station,2019Q4,6,0.0,1
Tongxiang_Bus Station,2019Q4,7,0.0,1
Tongxiang_Bus Station,2019Q4,8,0.0,1
Tongxiang_Bus Station,2019Q4,9,0.0,1
Tongxiang_Bus Station,2019Q4,10,0.0,1
Tongxiang_Bus Station,2019Q4,11,0.0,1
Tongxiang_Bus Station,2019Q4,12,0.0,1
Tongxiang_Bus Station,2019Q4,13,0.0,1
Tongxiang_Bus Station,2019Q4,14,0.0,1
Tongxiang_Bus Station,2019Q4,15,0.0,1
Tongxiang_Bus Station,2019Q4,16,0.0,1
Tongxiang_Bus Station,2019Q4,17,0.0,1
Tongxiang_Bus Station,2019Q4,18,0.0,1
Tongxiang_Bus Station,2019Q4,19,0.0,1
Tongxiang_Bus Station,2019Q4,20,0.0,1
Tongxiang_Bus Station,2019Q4,21,0.0,1
Tongxiang_Bus Station,2019Q4,22,0.0,1
Tongxiang_Bus Station,2019Q4,23,4.0,1
Tongxiang_Bus Station,2020Q1,0,0.3076923076923077,91
Tongxiang_Bus Station,2020Q1,1,0.15384615384615385,91
Tongxiang_Bus Station,2020Q1,2,0.0989010989010989,91
Tongxiang_Bus Station,2020Q1,3,0.08791208791208792,91
Tongxiang_Bus Station,2020Q1,4,0.14285714285714285,91
Tongxiang_Bus Station,2020Q1,5,0.10989010989010989,91
Tongxiang_Bus Station,2020Q1,6,0.12087912087912088,91
Tongxiang_Bus Station,2020Q1,7,0.12087912087912088,91
Tongxiang_Bus Station,2020Q1,8,0.26373626373626374,91
Tongxiang_Bus Station,2020Q1,9,0.5054945054945055,91
Tongxiang_Bus Station,2020Q1,10,0.7582417582417582,91
Tongxiang_Bus Station,2020Q1,11,1.1758241758241759,91
Tongxiang_Bus Station,2020Q1,12,1.2087912087912087,91
Tongxiang_Bus Station,2020Q1,13,1.3296703296703296,91
Tongxiang_Bus Station,2020Q1,14,1.1318681318681318,91
Tongxiang_Bus Station,2020Q1,15,1.1868131868131868,91
Tongxiang_Bus Station,2020Q1,16,1.1978021978021978,91
Tongxiang_Bus Station,2020Q1,17,1.054945054945055,91
Tongxiang_Bus Station,2020Q1,18,0.9340659340659341,91
Tongxiang_Bus Station,2020Q1,19,1.2417582417582418,91
Tongxiang_Bus Station,2020Q1,20,0.9560439560439561,91
Tongxiang_Bus Station,2020Q1,21,0.8241758241758241,91
Tongxiang_Bus Station,2020Q1,22,0.7362637362637363,91
Tongxiang_Bus Station,2020Q1,23,0.5494505494505495,91
Tongxiang_Bus Station,2020Q2,0,0.9340659340659341,91
Tongxiang_Bus Station,2020Q2,1,0.6153846153846154,91
Tongxiang_Bus Station,2020Q2,2,0.5384615384615384,91
Tongxiang_Bus Station,2020Q2,3,0.6593406593406593,91
Tongxiang_Bus Station,2020Q2,4,0.42857142857142855,91
Tongxiang_Bus Station,2020Q2,5,0.23076923076923078,91
Tongxiang_Bus Station,2020Q2,6,0.3076923076923077,91
Tongxiang_Bus Station,2020Q2,7,0.23076923076923078,91
Tongxiang_Bus Station,2020Q2,8,0.2857142857142857,91
Tongxiang_Bus Station,2020Q2,9,0.989010989010989,91
Tongxiang_Bus Station,2020Q2,10,1.3626373626373627,91
Tongxiang_Bus Station,2020Q2,11,2.010989010989011,91
Tongxiang_Bus Station,2020Q2,12,1.9230769230769231,91
Tongxiang_Bus Station,2020Q2,13,2.1758241758241756,91
Tongxiang_Bus Station,2020Q2,14,2.087912087912088,91
Tongxiang_Bus Station,2020Q2,15,2.7472527472527473,91
Tongxiang_Bus Station,2020Q2,16,2.076923076923077,91
Tongxiang_Bus Station,2020Q2,17,1.4505494505494505,91
Tongxiang_Bus Station,2020Q2,18,1.7142857142857142,91
Tongxiang_Bus Station,2020Q2,19,2.1868131868131866,91
Tongxiang_Bus Station,2020Q2,20,1.7582417582417582,91
Tongxiang_Bus Station,2020Q2,21,1.967032967032967,91
Tongxiang_Bus Station,2020Q2,22,2.021978021978022,91
Tongxiang_Bus Station,2020Q2,23,1.5164835164835164,91
Tongxiang_Bus Station,2020Q3,0,2.402173913043478,92
Tongxiang_Bus Station,2020Q3,1,1.326086956521739,92
Tongxiang_Bus Station,2020Q3,2,1.0978260869565217,92
Tongxiang_Bus Station,2020Q3,3,0.9456521739130435,92
Tongxiang_Bus Station,2020Q3,4,0.8586956521739131,92
Tongxiang_Bus Station,2020Q3,5,0.8586956521739131,92
Tongxiang_Bus Station,2020Q3,6,1.3369565217391304,92
Tongxiang_Bus Station,2020Q3,7,0.9239130434782609,92
Tongxiang_Bus Station,2020Q3,8,1.2608695652173914,92
Tongxiang_Bus Station,2020Q3,9,3.4782608695652173,92
Tongxiang_Bus Station,2020Q3,10,6.543478260869565,92
Tongxiang_Bus Station,2020Q3,11,7.478260869565218,92
Tongxiang_Bus Station,2020Q3,12,6.9021739130434785,92
Tongxiang_Bus Station,2020Q3,13,6.717391304347826,92
Tongxiang_Bus Station,2020Q3,14,6.413043478260869,92
Tongxiang_Bus Station,2020Q3,15,7.195652173913044,92
Tongxiang_Bus Station,2020Q3,16,6.25,92
Tongxiang_Bus Station,2020Q3,17,4.554347826086956,92
Tongxiang_Bus Station,2020Q3,18,5.423913043478261,92
Tongxiang_Bus Station,2020Q3,19,6.793478260869565,92
Tongxiang_Bus Station,2020Q3,20,5.576086956521739,92
Tongxiang_Bus Station,2020Q3,21,5.913043478260869,92
Tongxiang_Bus Station,2020Q3,22,5.978260869565218,92
Tongxiang_Bus Station,2020Q3,23,4.25,92
Tongxiang_Bus Station,2020Q4,0,2.9565217391304346,92
Tongxiang_Bus Station,2020Q4,1,1.75,92
Tongxiang_Bus Station,2020Q4,2,1.5978260869565217,92
Tongxiang_Bus Station,2020Q4,3,1.3695652173913044,92
Tongxiang_Bus Station,2020Q4,4,0.8695652173913043,92
Tongxiang_Bus Station,2020Q4,5,0.9021739130434783,92
Tongxiang_Bus Station,2020Q4,6,0.7934782608695652,92
Tongxiang_Bus Station,2020Q4,7,1.2934782608695652,92
Tongxiang_Bus Station,2020Q4,8,1.5869565217391304,92
Tongxiang_Bus Station,2020Q4,9,4.260869565217392,92
Tongxiang_Bus Station,2020Q4,10,6.695652173913044,92
Tongxiang_Bus Station,2020Q4,11,7.1521739130434785,92
Tongxiang_Bus Station,2020Q4,12,6.695652173913044,92
Tongxiang_Bus Station,2020Q4,13,6.923913043478261,92
Tongxiang_Bus Station,2020Q4,14,6.467391304347826,92
Tongxiang_Bus Station,2020Q4,15,6.434782608695652,92
Tongxiang_Bus Station,2020Q4,16,5.326086956521739,92
Tongxiang_Bus Station,2020Q4,17,4.184782608695652,92
Tongxiang_Bus Station,2020Q4,18,6.054347826086956,92
Tongxiang_Bus Station,2020Q4,19,7.032608695652174,92
Tongxiang_Bus Station,2020Q4,20,6.228260869565218,92
Tongxiang_Bus Station,2020Q4,21,6.858695652173913,92
Tongxiang_Bus Station,2020Q4,22,6.304347826086956,92
Tongxiang_Bus Station,2020Q4,23,4.369565217391305,92
Tongxiang_Bus Station,2021Q1,0,1.6222222222222222,90
Tongxiang_Bus Station,2021Q1,1,1.0222222222222221,90
Tongxiang_Bus Station,2021Q1,2,0.8333333333333334,90
Tongxiang_Bus Station,2021Q1,3,1.0777777777777777,90
Tongxiang_Bus Station,2021Q1,4,0.8111111111111111,90
Tongxiang_Bus Station,2021Q1,5,0.5111111111111111,90
Tongxiang_Bus Station,2021Q1,6,0.4222222222222222,90
Tongxiang_Bus Station,2021Q1,7,0.8555555555555555,90
Tongxiang_Bus Station,2021Q1,8,1.0888888888888888,90
Tongxiang_Bus Station,2021Q1,9,2.688888888888889,90
Tongxiang_Bus Station,2021Q1,10,4.388888888888889,90
Tongxiang_Bus Station,2021Q1,11,5.2,90
Tongxiang_Bus Station,2021Q1,12,4.811111111111111,90
Tongxiang_Bus Station,2021Q1,13,4.855555555555555,90
Tongxiang_Bus Station,2021Q1,14,5.3,90
Tongxiang_Bus Station,2021Q1,15,5.5777777777777775,90
Tongxiang_Bus Station,2021Q1,16,4.911111111111111,90
Tongxiang_Bus Station,2021Q1,17,3.4,90
Tongxiang_Bus Station,2021Q1,18,4.366666666666666,90
Tongxiang_Bus Station,2021Q1,19,4.866666666666666,90
Tongxiang_Bus Station,2021Q1,20,4.111111111111111,90
Tongxiang_Bus Station,2021Q1,21,4.911111111111111,90
Tongxiang_Bus Station,2021Q1,22,4.133333333333334,90
Tongxiang_Bus Station,2021Q1,23,3.433333333333333,90
Tongxiang_Bus Station,2021Q2,0,2.4065934065934065,91
Tongxiang_Bus Station,2021Q2,1,1.3626373626373627,91
Tongxiang_Bus Station,2021Q2,2,0.978021978021978,91
Tongxiang_Bus Station,2021Q2,3,0.978021978021978,91
Tongxiang_Bus Station,2021Q2,4,0.6703296703296703,91
Tongxiang_Bus Station,2021Q2,5,1.0769230769230769,91
Tongxiang_Bus Station,2021Q2,6,1.5824175824175823,91
Tongxiang_Bus Station,2021Q2,7,1.7912087912087913,91
Tongxiang_Bus Station,2021Q2,8,2.208791208791209,91
Tongxiang_Bus Station,2021Q2,9,4.472527472527473,91
Tongxiang_Bus Station,2021Q2,10,5.615384615384615,91
Tongxiang_Bus Station,2021Q2,11,6.483516483516484,91
Tongxiang_Bus Station,2021Q2,12,6.285714285714286,91
Tongxiang_Bus Station,2021Q2,13,5.813186813186813,91
Tongxiang_Bus Station,2021Q2,14,6.417582417582418,91
Tongxiang_Bus Station,2021Q2,15,6.747252747252747,91
Tongxiang_Bus Station,2021Q2,16,6.373626373626373,91
Tongxiang_Bus Station,2021Q2,17,5.318681318681318,91
Tongxiang_Bus Station,2021Q2,18,5.758241758241758,91
Tongxiang_Bus Station,2021Q2,19,6.758241758241758,91
Tongxiang_Bus Station,2021Q2,20,6.252747252747253,91
Tongxiang_Bus Station,2021Q2,21,6.967032967032967,91
Tongxiang_Bus Station,2021Q2,22,6.065934065934066,91
Tongxiang_Bus Station,2021Q2,23,5.054945054945055,91
Tongxiang_Bus Station,2021Q3,0,2.8369565217391304,92
Tongxiang_Bus Station,2021Q3,1,1.576086956521739,92
Tongxiang_Bus Station,2021Q3,2,1.5326086956521738,92
Tongxiang_Bus Station,2021Q3,3,1.391304347826087,92
Tongxiang_Bus Station,2021Q3,4,1.2282608695652173,92
Tongxiang_Bus Station,2021Q3,5,0.9456521739130435,92
Tongxiang_Bus Station,2021Q3,6,1.6956521739130435,92
Tongxiang_Bus Station,2021Q3,7,1.565217391304348,92
Tongxiang_Bus Station,2021Q3,8,2.5760869565217392,92
Tongxiang_Bus Station,2021Q3,9,4.923913043478261,92
Tongxiang_Bus Station,2021Q3,10,6.391304347826087,92
Tongxiang_Bus Station,2021Q3,11,7.108695652173913,92
Tongxiang_Bus Station,2021Q3,12,7.173913043478261,92
Tongxiang_Bus Station,2021Q3,13,6.489130434782608,92
Tongxiang_Bus Station,2021Q3,14,6.913043478260869,92
Tongxiang_Bus Station,2021Q3,15,7.315217391304348,92
Tongxiang_Bus Station,2021Q3,16,6.619565217391305,92
Tongxiang_Bus Station,2021Q3,17,5.184782608695652,92
Tongxiang_Bus Station,2021Q3,18,5.728260869565218,92
Tongxiang_Bus Station,2021Q3,19,6.608695652173913,92
Tongxiang_Bus Station,2021Q3,20,6.054347826086956,92
Tongxiang_Bus Station,2021Q3,21,6.771739130434782,92
Tongxiang_Bus Station,2021Q3,22,6.217391304347826,92
Tongxiang_Bus Station,2021Q3,23,4.728260869565218,92
Tongxiang_Bus Station,2021Q4,0,3.6956521739130435,92
Tongxiang_Bus Station,2021Q4,1,2.358695652173913,92
Tongxiang_Bus Station,2021Q4,2,2.1847826086956523,92
Tongxiang_Bus Station,2021Q4,3,1.4130434782608696,92
Tongxiang_Bus Station,2021Q4,4,1.4673913043478262,92
Tongxiang_Bus Station,2021Q4,5,1.3043478260869565,92
Tongxiang_Bus Station,2021Q4,6,1.4130434782608696,92
Tongxiang_Bus Station,2021Q4,7,2.5543478260869565,92
Tongxiang_Bus Station,2021Q4,8,3.1956521739130435,92
Tongxiang_Bus Station,2021Q4,9,5.456521739130435,92
Tongxiang_Bus Station,2021Q4,10,6.5,92
Tongxiang_Bus Station,2021Q4,11,6.826086956521739,92
Tongxiang_Bus Station,2021Q4,12,7.521739130434782,92
Tongxiang_Bus Station,2021Q4,13,7.521739130434782,92
Tongxiang_Bus Station,2021Q4,14,7.413043478260869,92
Tongxiang_Bus Station,2021Q4,15,7.413043478260869,92
Tongxiang_Bus Station,2021Q4,16,6.815217391304348,92
Tongxiang_Bus Station,2021Q4,17,5.554347826086956,92
Tongxiang_Bus Station,2021Q4,18,7.760869565217392,92
Tongxiang_Bus Station,2021Q4,19,7.880434782608695,92
Tongxiang_Bus Station,2021Q4,20,7.043478260869565,92
Tongxiang_Bus Station,2021Q4,21,6.6521739130434785,92
Tongxiang_Bus Station,2021Q4,22,6.793478260869565,92
Tongxiang_Bus Station,2021Q4,23,6.25,92
Tongxiang_Industrial Park,2019Q4,0,0.0,1
Tongxiang_Industrial Park,2019Q4,1,0.0,1
Tongxiang_Industrial Park,2019Q4,2,0.0,1
Tongxiang_Industrial Park,2019Q4,3,0.0,1
Tongxiang_Industrial Park,2019Q4,4,0.0,1
Tongxiang_Industrial Park,2019Q4,5,0.0,1
Tongxiang_Industrial Park,2019Q4,6,0.0,1
Tongxiang_Industrial Park,2019Q4,7,0.0,1
Tongxiang_Industrial Park,2019Q4,8,0.0,1
Tongxiang_Industrial Park,2019Q4,9,0.0,1
Tongxiang_Industrial Park,2019Q4,10,0.0,1
Tongxiang_Industrial Park,2019Q4,11,0.0,1
Tongxiang_Industrial Park,2019Q4,12,0.0,1
Tongxiang_Industrial Park,2019Q4,13,0.0,1
Tongxiang_Industrial Park,2019Q4,14,0.0,1
